handle,product_id,position,scene,filename,source_hero_url,fal_url,prompt,generation_id,status,timestamp
aeramax-air-purifier-true-hepa-plasmatrue-1,9712563487033,2,studio-white,aeramax-air-purifier-true-hepa-plasmatrue-1__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/AeraMaxr-Air-Purifier-True-HEPA_-PlasmaTrue-Business-Interiors-16739251.jpg?v=1750122901,https://v3b.fal.media/files/b/0a9867e7/X5BGEHsPpmZZLUdtKFEhV_3bc2fa05e0a24005bd38587352926a4c.jpg,"The exact AeraMax® Air Purifier - True HEPA, PlasmaTrue from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-222120
aeramax-air-purifier-true-hepa-plasmatrue-1,9712563487033,3,sceneA-institutional,aeramax-air-purifier-true-hepa-plasmatrue-1__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/AeraMaxr-Air-Purifier-True-HEPA_-PlasmaTrue-Business-Interiors-16739251.jpg?v=1750122901,https://v3b.fal.media/files/b/0a9867e8/X2kd0Vpfpc7mGk2PztxQ2_659f5fbe9e2749a1aa6cae2e328efdf9.jpg,"The exact AeraMax® Air Purifier - True HEPA, PlasmaTrue from the reference image, placed in a bright, beautifully styled Ontario office with abundant natural light, lush plants, and warm neutral tones — welcoming, calm, and professional. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-222120
aeramax-air-purifier-true-hepa-plasmatrue-1,9712563487033,4,sceneB-smb,aeramax-air-purifier-true-hepa-plasmatrue-1__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/AeraMaxr-Air-Purifier-True-HEPA_-PlasmaTrue-Business-Interiors-16739251.jpg?v=1750122901,https://v3b.fal.media/files/b/0a9867ea/fAzrj4LwAr0l5nGzFT2zk_20786b3675c240849a72cbcc1396cd39.jpg,"The exact AeraMax® Air Purifier - True HEPA, PlasmaTrue from the reference image, placed in a polished private office at a professional services firm — warm wood tones, curated decor, premium finishes, refined and impressive. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-222120
ashmont-medium-back-guest-chair-mvl2782,9782581297465,2,studio-white,ashmont-medium-back-guest-chair-mvl2782__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Ashmont-_-Medium-Back-Guest-Chair-MVL2782-Business-Interiors-16777910.png?v=1750130835,https://v3b.fal.media/files/b/0a986801/DWhUeCDzkblNoJ9ptXoMJ_41998353f8164cdc9bfdd1c262f67a53.jpg,"The exact Ashmont | Medium Back Guest Chair MVL2782 from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-222120
ashmont-medium-back-guest-chair-mvl2782,9782581297465,3,sceneA-institutional,ashmont-medium-back-guest-chair-mvl2782__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Ashmont-_-Medium-Back-Guest-Chair-MVL2782-Business-Interiors-16777910.png?v=1750130835,https://v3b.fal.media/files/b/0a986802/3CZC8nm9OS4Exvu2SWDOr_a2f441bffc1c4f9595531c54c4069340.jpg,"The exact Ashmont | Medium Back Guest Chair MVL2782 from the reference image, placed in a bright, beautifully styled Ontario health team or community services office — light oak surfaces, lush green plants, large windows flooding the room with natural light, warm and welcoming atmosphere. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-222120
ashmont-medium-back-guest-chair-mvl2782,9782581297465,4,sceneB-smb,ashmont-medium-back-guest-chair-mvl2782__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Ashmont-_-Medium-Back-Guest-Chair-MVL2782-Business-Interiors-16777910.png?v=1750130835,https://v3b.fal.media/files/b/0a986803/Wevr0I3_Lt2vTI-4SWpiu_98ef29e20968459394be22f8a7c32a14.jpg,"The exact Ashmont | Medium Back Guest Chair MVL2782 from the reference image, placed in a polished private office at a professional services firm — rich walnut desk, warm ambient lighting, curated bookshelves, premium finishes, law firm or consulting studio aesthetic. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-222120
bar-stool-for-42-high-tables,9778177835321,2,studio-white,bar-stool-for-42-high-tables__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Bar-Stool-for-42_-High-Tables-Business-Interiors-16774997.png?v=1750130148,https://v3b.fal.media/files/b/0a9867eb/LCe9NfdK3RpceoBdYTSGi_500a351004724c75be33d03a69076058.jpg,"The exact Bar Stool for 42"" High Tables from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-222120
bar-stool-for-42-high-tables,9778177835321,3,sceneA-institutional,bar-stool-for-42-high-tables__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Bar-Stool-for-42_-High-Tables-Business-Interiors-16774997.png?v=1750130148,https://v3b.fal.media/files/b/0a9867ec/JYGc_wOvtld6yl5NofvL8_fc98bb6694f642e69c35d577631f08d7.jpg,"The exact Bar Stool for 42"" High Tables from the reference image, placed in a bright, beautifully styled Ontario health team or community services office — light oak surfaces, lush green plants, large windows flooding the room with natural light, warm and welcoming atmosphere. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-222120
bar-stool-for-42-high-tables,9778177835321,4,sceneB-smb,bar-stool-for-42-high-tables__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Bar-Stool-for-42_-High-Tables-Business-Interiors-16774997.png?v=1750130148,https://v3b.fal.media/files/b/0a9867ed/q4oMqqsi2YY32U1MEZBS-_f8f9578c16f548d499c06bee9239fa41.jpg,"The exact Bar Stool for 42"" High Tables from the reference image, placed in a polished private office at a professional services firm — rich walnut desk, warm ambient lighting, curated bookshelves, premium finishes, law firm or consulting studio aesthetic. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-222120
basics-chevron-junior-operator-chair-mvl2363-7-1,9776146415929,2,studio-white,basics-chevron-junior-operator-chair-mvl2363-7-1__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Basicsr-Chevron-Junior-Operator-Chair-MVL2363-7-Business-Interiors-16773921.png?v=1750129918,https://v3b.fal.media/files/b/0a9867dc/BJfBhJDrxQDcYHYOFFK6J_f8fdc4a234cd43f8a4b300b86af09324.jpg,"The exact Basics® Chevron Junior Operator Chair MVL2363-7 from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-222120
