handle,product_id,position,scene,filename,source_hero_url,fal_url,local_path,score,match,reason,status,retries,timestamp
charging-station-with-a-clamp,9665682669881,2,studio-white,charging-station-with-a-clamp__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Charging-station-with-a-clamp-Business-Interiors-16699366.png?v=1750114614,https://v3b.fal.media/files/b/0a9868f3/MfLWSwXy2TPZgwOlWK5rm_33de3bcbfd6f43249ba5a7e645954248.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-09/charging-station-with-a-clamp__pos2__studio-white.jpg,2,False,"The generated image replaces the power outlets and USB ports with a solid black screen, failing to match the original product's functionality and hardware.",FLAG_HUMAN,0,20260430-232119
charging-station-with-a-clamp,9665682669881,3,sceneA-institutional,charging-station-with-a-clamp__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Charging-station-with-a-clamp-Business-Interiors-16699366.png?v=1750114614,https://v3b.fal.media/files/b/0a9868f4/rd31dnGKkWAoMSqhI2B6F_d998c77d146b42209c45b80bda6623d3.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-09/charging-station-with-a-clamp__pos3__sceneA-institutional.jpg,9,True,"The product in B is an excellent replica of the product in A, matching in all aspects including form, color, material, hardware, and proportions.",OK,0,20260430-232119
charging-station-with-a-clamp,9665682669881,4,sceneB-smb,charging-station-with-a-clamp__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Charging-station-with-a-clamp-Business-Interiors-16699366.png?v=1750114614,https://v3b.fal.media/files/b/0a9868f5/QNyV4OEBc3qQMs6jolGQS_4d6acd060e9745bdbe2e6b9ba219fd86.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-09/charging-station-with-a-clamp__pos4__sceneB-smb.jpg,9,True,"The generated product in B closely matches the reference product in A in form, color, material, hardware, and proportions.",OK,0,20260430-232119
clamp-on-power-bar-and-usb-charging-station,9665676181817,2,studio-white,clamp-on-power-bar-and-usb-charging-station__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Clamp-On-Power-Bar-and-USB-Charging-Station-Business-Interiors-16699164.png?v=1750114569,https://v3b.fal.media/files/b/0a986908/MaGXnjsfSYa7YC8_1AruL_20c5a4d185e24ee991fe6fd5aa31a430.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-09/clamp-on-power-bar-and-usb-charging-station__pos2__studio-white.jpg,9,True,"The generated image accurately replicates the form, color, material, hardware, and proportions of the reference product.",OK,0,20260430-232119
clamp-on-power-bar-and-usb-charging-station,9665676181817,3,sceneA-institutional,clamp-on-power-bar-and-usb-charging-station__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Clamp-On-Power-Bar-and-USB-Charging-Station-Business-Interiors-16699164.png?v=1750114569,https://v3b.fal.media/files/b/0a986909/x63iamORRe-dQd5Ie2ZZ-_960a4ff3ce39447c899a1314b5d38993.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-09/clamp-on-power-bar-and-usb-charging-station__pos3__sceneA-institutional.jpg,10,True,The generated image accurately depicts the product in A in all aspects.,OK,0,20260430-232119
clamp-on-power-bar-and-usb-charging-station,9665676181817,4,sceneB-smb,clamp-on-power-bar-and-usb-charging-station__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Clamp-On-Power-Bar-and-USB-Charging-Station-Business-Interiors-16699164.png?v=1750114569,https://v3b.fal.media/files/b/0a98690a/i65hEGZfN9rxpjbiXXIud_5ac8a3adab0b41c8a3217443de252345.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-09/clamp-on-power-bar-and-usb-charging-station__pos4__sceneB-smb.jpg,8,True,"The generated image accurately captures the form, color, material, hardware, and proportions of the reference product in a plausible office setting.",OK,0,20260430-232119
coffee-table-seating,9712078848313,2,studio-white,coffee-table-seating__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Coffee-Table-_-Seating-Business-Interiors-16737160.png?v=1750122479,https://v3b.fal.media/files/b/0a9868e8/cXb_8wpivFDZehnwEX2-u_3a10edd5ef02451bbf223f5fbd5ba230.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-09/coffee-table-seating__pos2__studio-white.jpg,9,True,"The generated image accurately replicates the form, color, material, hardware, and proportions of the reference product.",OK,0,20260430-232119
coffee-table-seating,9712078848313,3,sceneA-institutional,coffee-table-seating__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Coffee-Table-_-Seating-Business-Interiors-16737160.png?v=1750122479,https://v3b.fal.media/files/b/0a9868e9/q4EdDllotbrW75XrMd86D_528009e9258e47bbaf1356d9587996c1.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-09/coffee-table-seating__pos3__sceneA-institutional.jpg,10,True,"The generated image accurately depicts the product from the reference image in terms of form, color, material, and proportions.",OK,0,20260430-232119
coffee-table-seating,9712078848313,4,sceneB-smb,coffee-table-seating__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Coffee-Table-_-Seating-Business-Interiors-16737160.png?v=1750122479,https://v3b.fal.media/files/b/0a9868eb/KButlDcR_kOMiLMc56AsS_a9062b3698ec46f2b6efcd46f4cdab02.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-09/coffee-table-seating__pos4__sceneB-smb.jpg,2,False,The color and material of the generated product are significantly different from the reference product.,FLAG_HUMAN,0,20260430-232119
craft-cube-square-unit,9712096084281,2,studio-white,craft-cube-square-unit__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Craft-Cube-_-Square-Unit-Business-Interiors-16737563.png?v=1750122541,https://v3b.fal.media/files/b/0a986904/0G3dH-ZkWKQyP-OJFBeWf_810fff2f2ec34c78bf8a3e109109bca3.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-09/craft-cube-square-unit__pos2__studio-white.jpg,8,True,"The product in B accurately matches the product in A in form, color, material, and hardware, with only slight differences in proportions.",OK,0,20260430-232119
