product_id,handle,title,status,price,vendor,product_type,type_tag,room_tag,category,units_sold_24mo,units_sold_12mo,orders_24mo,last_order_date,revenue_24mo,image_count,has_real_image,body_html_chars,has_desc,spec_count,specs_confidence,has_seo_title,has_seo_desc,cluster_id,is_cluster_best,cluster_size,tier_auto,archive_recommended,archive_reason,action_default,redirect_target_handle,steve_override_action,steve_notes
9712548118841,fellowes-array-ceiling-ac2-air-purifier,Fellowes array ceiling AC2 air purifier,active,5800.0,Brant Business Interiors,,type:accessories,,accessories,0,0,0,,0,8,True,1020,True,0,none,False,False,137,False,1,B,no,no-sales-24mo,keep,,,
9712556441913,fellowes-array-recess-ar-air-purifier-1,Fellowes array recess ar air purifier,active,3929.0,Brant Business Interiors,,type:accessories,,accessories,0,0,0,,0,3,True,1118,True,0,none,False,False,138,False,1,B,no,no-sales-24mo,keep,,,
9712562045241,fellowes-array-wall-stand-air-purification,Fellowes array wall & stand air purification,active,3150.0,Brant Business Interiors,,type:accessories,,accessories,0,0,0,,0,6,True,799,True,0,none,False,False,139,False,1,B,no,no-sales-24mo,keep,,,
9712537927993,fellowes-lotus-dual-monitor-arm-kit-2-display-s-supported27-arm-only-fel8042901,"Fellowes lotus dual monitor arm kit - 2 display(s) supported27"" (arm only) — FEL8042901",active,146.89,Brant Business Interiors,,type:accessories,,accessories,0,0,0,,0,2,True,392,True,0,none,False,False,140,False,1,B,no,no-sales-24mo,keep,,,
9665643315513,otg-mobile-foot-kit-pack-of-2,Otg | mobile foot kit - pack of 2,active,169.99,Brant Business Interiors,,type:accessories,,accessories,0,0,0,,0,3,True,239,True,0,none,False,False,298,False,1,B,no,no-sales-24mo,keep,,,
9665473052985,otg-panels,Otg panels,active,439.99,Brant Business Interiors,,type:accessories,,accessories,0,0,0,,0,5,True,1608,True,0,none,False,False,297,False,1,B,no,no-sales-24mo,keep,,,
9676167774521,otgma2-dual-monitor-arm,OTGMA2 dual monitor arm,active,159.99,Brant Business Interiors,,type:accessories,,accessories,0,0,0,,0,2,True,920,True,0,none,False,False,301,False,1,B,no,no-sales-24mo,keep,,,
9098336895289,rollamat-for-carpet-carpeted-floor-53-x-45-3,"Rollamat for carpet - carpeted floor — 53"" x 45""",active,306.0,Brant Business Interiors,,type:accessories,,accessories,0,0,0,,0,11,True,1611,True,0,none,False,False,334,False,1,B,no,no-sales-24mo,keep,,,
9832616821049,ceiling-grids-sound-acoustic-dampeners-copy,Ceiling grids sound acoustic dampeners,active,608.0,Brant Business Interiors,,type:accessories,,accessories,0,0,0,,0,10,True,458,True,0,none,False,False,46,False,2,C,yes,no-sales-24mo; generic-title; specs-unknown; duplicate,archive-duplicate,ceiling-grids-sound-acoustic-dampeners-orb,,
9832623735097,ceiling-grids-sound-acoustic-dampeners-orb,Ceiling grids sound acoustic dampeners orb,active,271.0,Brant Business Interiors,,type:accessories,,accessories,0,0,0,,0,14,True,485,True,0,none,False,False,46,True,2,C,yes,no-sales-24mo; generic-title; specs-unknown,archive,ceiling-grids-sound-acoustic-dampeners-orb,,
9665682669881,charging-station-with-a-clamp,Charging station with a clamp,active,269.99,Brant Business Interiors,,type:accessories,,accessories,0,0,0,,0,4,True,129,True,0,none,False,False,49,False,1,C,yes,no-sales-24mo; generic-title; specs-unknown,archive,collections/all-accessories,,
