category,slug,url,http_status,product_count,template_suffix,result,notes
seating,highback-seating,https://brantbusinessinteriors.com/collections/highback-seating,SKIP,,,SKIP,checks skipped
seating,medium-back-seating,https://brantbusinessinteriors.com/collections/medium-back-seating,SKIP,,,SKIP,checks skipped
seating,mesh-seating,https://brantbusinessinteriors.com/collections/mesh-seating,SKIP,,,SKIP,checks skipped
seating,leather-faux-seating,https://brantbusinessinteriors.com/collections/leather-faux-seating,SKIP,,,SKIP,checks skipped
seating,stools-seating,https://brantbusinessinteriors.com/collections/stools-seating,SKIP,,,SKIP,checks skipped
seating,lounge-chairs-seating,https://brantbusinessinteriors.com/collections/lounge-chairs-seating,SKIP,,,SKIP,checks skipped
seating,ottomans,https://brantbusinessinteriors.com/collections/ottomans,SKIP,,,SKIP,checks skipped
seating,guest-seating,https://brantbusinessinteriors.com/collections/guest-seating,SKIP,,,SKIP,checks skipped
seating,stacking-seating,https://brantbusinessinteriors.com/collections/stacking-seating,SKIP,,,SKIP,checks skipped
seating,folding-stacking-chairs-carts,https://brantbusinessinteriors.com/collections/folding-stacking-chairs-carts,SKIP,,,SKIP,checks skipped
seating,nesting-chairs-chair,https://brantbusinessinteriors.com/collections/nesting-chairs-chair,SKIP,,,SKIP,checks skipped
seating,24-hour-seating,https://brantbusinessinteriors.com/collections/24-hour-seating,SKIP,,,SKIP,checks skipped
seating,big-heavy-seating,https://brantbusinessinteriors.com/collections/big-heavy-seating,SKIP,,,SKIP,checks skipped
seating,cluster-seating,https://brantbusinessinteriors.com/collections/cluster-seating,SKIP,,,SKIP,checks skipped
seating,industrial-seating,https://brantbusinessinteriors.com/collections/industrial-seating,SKIP,,,SKIP,checks skipped
seating,gaming,https://brantbusinessinteriors.com/collections/gaming,SKIP,,,SKIP,checks skipped
desks,u-shape-desks-desks,https://brantbusinessinteriors.com/collections/u-shape-desks-desks,SKIP,,,SKIP,checks skipped
desks,l-shape-desks-desks,https://brantbusinessinteriors.com/collections/l-shape-desks-desks,SKIP,,,SKIP,checks skipped
desks,height-adjustable-tables-desks,https://brantbusinessinteriors.com/collections/height-adjustable-tables-desks,SKIP,,,SKIP,checks skipped
desks,multi-person-workstations-desks,https://brantbusinessinteriors.com/collections/multi-person-workstations-desks,SKIP,,,SKIP,checks skipped
desks,benching-desks,https://brantbusinessinteriors.com/collections/benching-desks,SKIP,,,SKIP,checks skipped
desks,table-desks,https://brantbusinessinteriors.com/collections/table-desks,SKIP,,,SKIP,checks skipped
desks,straight-desks-desks,https://brantbusinessinteriors.com/collections/straight-desks-desks,SKIP,,,SKIP,checks skipped
desks,reception,https://brantbusinessinteriors.com/collections/reception,SKIP,,,SKIP,checks skipped
desks,office-suites-desks,https://brantbusinessinteriors.com/collections/office-suites-desks,SKIP,,,SKIP,checks skipped
storage,lateral-files-storage,https://brantbusinessinteriors.com/collections/lateral-files-storage,SKIP,,,SKIP,checks skipped
storage,vertical-files,https://brantbusinessinteriors.com/collections/vertical-files,SKIP,,,SKIP,checks skipped
storage,storage-cabinets-storage,https://brantbusinessinteriors.com/collections/storage-cabinets-storage,SKIP,,,SKIP,checks skipped
storage,bookcases-storage,https://brantbusinessinteriors.com/collections/bookcases-storage,SKIP,,,SKIP,checks skipped
storage,hutch,https://brantbusinessinteriors.com/collections/hutch,SKIP,,,SKIP,checks skipped
storage,lateral-storage-combo-storage,https://brantbusinessinteriors.com/collections/lateral-storage-combo-storage,SKIP,,,SKIP,checks skipped
storage,end-tab-filing-storage,https://brantbusinessinteriors.com/collections/end-tab-filing-storage,SKIP,,,SKIP,checks skipped
storage,pedestal-drawers-storage,https://brantbusinessinteriors.com/collections/pedestal-drawers-storage,SKIP,,,SKIP,checks skipped
storage,fire-resistant-safes-storage,https://brantbusinessinteriors.com/collections/fire-resistant-safes-storage,SKIP,,,SKIP,checks skipped
storage,metal-shelving,https://brantbusinessinteriors.com/collections/metal-shelving,SKIP,,,SKIP,checks skipped
storage,lockers,https://brantbusinessinteriors.com/collections/lockers,SKIP,,,SKIP,checks skipped
storage,fire-resistant-file-cabinets-storage,https://brantbusinessinteriors.com/collections/fire-resistant-file-cabinets-storage,SKIP,,,SKIP,checks skipped
storage,wardrobe-storage,https://brantbusinessinteriors.com/collections/wardrobe-storage,SKIP,,,SKIP,checks skipped
storage,credenzas,https://brantbusinessinteriors.com/collections/credenzas,SKIP,,,SKIP,checks skipped
tables,meeting-tables,https://brantbusinessinteriors.com/collections/meeting-tables,SKIP,,,SKIP,checks skipped
tables,coffee-tables,https://brantbusinessinteriors.com/collections/coffee-tables,SKIP,,,SKIP,checks skipped
tables,training-flip-top-tables,https://brantbusinessinteriors.com/collections/training-flip-top-tables,SKIP,,,SKIP,checks skipped
tables,end-tables-tables,https://brantbusinessinteriors.com/collections/end-tables-tables,SKIP,,,SKIP,checks skipped
tables,drafting-tables,https://brantbusinessinteriors.com/collections/drafting-tables,SKIP,,,SKIP,checks skipped
tables,round-square-tables,https://brantbusinessinteriors.com/collections/round-square-tables,SKIP,,,SKIP,checks skipped
tables,cafeteria-kitchen-tables,https://brantbusinessinteriors.com/collections/cafeteria-kitchen-tables,SKIP,,,SKIP,checks skipped
tables,bar-height-tables,https://brantbusinessinteriors.com/collections/bar-height-tables,SKIP,,,SKIP,checks skipped
tables,folding-tables-tables,https://brantbusinessinteriors.com/collections/folding-tables-tables,SKIP,,,SKIP,checks skipped
tables,table-bases,https://brantbusinessinteriors.com/collections/table-bases,SKIP,,,SKIP,checks skipped
boardroom,boardroom-conference-meeting,https://brantbusinessinteriors.com/collections/boardroom-conference-meeting,SKIP,,,SKIP,checks skipped
boardroom,lecterns-podiums,https://brantbusinessinteriors.com/collections/lecterns-podiums,SKIP,,,SKIP,checks skipped
boardroom,audio-visual-equipment,https://brantbusinessinteriors.com/collections/audio-visual-equipment,SKIP,,,SKIP,checks skipped
ergonomic-products,height-adjustable-tables,https://brantbusinessinteriors.com/collections/height-adjustable-tables,SKIP,,,SKIP,checks skipped
ergonomic-products,monitor-arms,https://brantbusinessinteriors.com/collections/monitor-arms,SKIP,,,SKIP,checks skipped
ergonomic-products,keyboard-trays,https://brantbusinessinteriors.com/collections/keyboard-trays,SKIP,,,SKIP,checks skipped
ergonomic-products,desktop-sit-stand,https://brantbusinessinteriors.com/collections/desktop-sit-stand,SKIP,,,SKIP,checks skipped
panels-room-dividers,room-dividers-panels-dividers,https://brantbusinessinteriors.com/collections/room-dividers-panels-dividers,SKIP,,,SKIP,checks skipped
panels-room-dividers,desk-top-dividers,https://brantbusinessinteriors.com/collections/desk-top-dividers,SKIP,,,SKIP,checks skipped
panels-room-dividers,modesty-panels,https://brantbusinessinteriors.com/collections/modesty-panels,SKIP,,,SKIP,checks skipped
accessories,chairmats-accessories,https://brantbusinessinteriors.com/collections/chairmats-accessories,SKIP,,,SKIP,checks skipped
accessories,power-modules-accessories,https://brantbusinessinteriors.com/collections/power-modules-accessories,SKIP,,,SKIP,checks skipped
accessories,coat-racks-accessories,https://brantbusinessinteriors.com/collections/coat-racks-accessories,SKIP,,,SKIP,checks skipped
accessories,lighting,https://brantbusinessinteriors.com/collections/lighting,SKIP,,,SKIP,checks skipped
quiet-spaces,telephone-booths,https://brantbusinessinteriors.com/collections/telephone-booths,SKIP,,,SKIP,checks skipped
quiet-spaces,walls,https://brantbusinessinteriors.com/collections/walls,SKIP,,,SKIP,checks skipped
quiet-spaces,sound-dampeners,https://brantbusinessinteriors.com/collections/sound-dampeners,SKIP,,,SKIP,checks skipped
quiet-spaces,av-stand,https://brantbusinessinteriors.com/collections/av-stand,SKIP,,,SKIP,checks skipped
quiet-spaces,planters,https://brantbusinessinteriors.com/collections/planters,SKIP,,,SKIP,checks skipped
