handle,product_id,position,scene,filename,source_hero_url,fal_url,prompt,generation_id,status,timestamp
high-back-weight-sensing-synchro-tilter,9639512768825,2,studio-white,high-back-weight-sensing-synchro-tilter__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/High-Back-Weight-Sensing-Synchro-Tilter-Business-Interiors-16696540.png?v=1750113984,https://v3b.fal.media/files/b/0a98a4e4/6bpqn90gAyChO5K0pctDi_03c6069309d74b2188c8742d7b96ffb3.jpg,"The exact High Back Weight Sensing Synchro-Tilter from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260502-174712
horseshoe-study-table-height-adjustable-c-shape-horseshoe-1,9683080249657,2,studio-white,horseshoe-study-table-height-adjustable-c-shape-horseshoe-1__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Horseshoe-Study-Table-Height-Adjustable-C-Shape-Horseshoe-Business-Interiors-16716637.png?v=1750118014,https://v3b.fal.media/files/b/0a98a4e5/Rf-RSscT0-Rt8_RQPeQYD_d8290fdcafde46c79bf4f046965a6aa6.jpg,"The exact Horseshoe Study Table Height Adjustable C-Shape Horseshoe from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260502-174712
hutch-5-sizes,9795588981049,2,studio-white,hutch-5-sizes__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Hutch-5-Sizes-Business-Interiors-16783696.png?v=1750132092,https://v3b.fal.media/files/b/0a98a4e6/3Pnq5xekcAARh3afHTzO2_3664231e95144b23b83a4b48a1fd81df.jpg,"The exact Hutch 5 Sizes from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260502-174712
hutch-with-doors,9903963603257,2,studio-white,hutch-with-doors__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/office-central-brant-business-interiors-36-wide-hutch-with-doors-assembled-43027203719481.png?v=1759098304,https://v3b.fal.media/files/b/0a98a4e7/ZUstM4QU2BxmEcUG5Pkek_29e30eaedc624007be03e90f7d1484f9.jpg,"The exact Hutch with Doors (Assembled) from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260502-174712
ibex-mesh-back-drafting-stool-task-chair-with-arms,9666389082425,2,studio-white,ibex-mesh-back-drafting-stool-task-chair-with-arms__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Ibex-Mesh-Back-Drafting-Stool-Task-Chair-with-Arms-Business-Interiors-16700463.png?v=1750114859,https://v3b.fal.media/files/b/0a98a4e9/fZmAbUMGrZhb4i06lu_wv_544cbb921a03445caaaa3b6efa4d88d5.jpg,"The exact Ibex Mesh Back Drafting Stool Task Chair with Arms from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260502-174712
ibex-mesh-seat-back-drafting-chair-stool-1,9666389967161,2,studio-white,ibex-mesh-seat-back-drafting-chair-stool-1__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Ibex-_-Mesh-Seat-_-Back-Drafting-Chair-Stool-Business-Interiors-16700584.png?v=1750114881,https://v3b.fal.media/files/b/0a98a4ec/mskPyltcH0hBi04-wE5pp_d686f602f0b947109e1b0d90567c88b7.jpg,"The exact Ibex | Mesh Seat & Back Drafting Chair Stool from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260502-174712
ibex-mesh-seat-back-multi-tilter-1,9664290455865,2,studio-white,ibex-mesh-seat-back-multi-tilter-1__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Ibex-_-Mesh-Seat-_-Back-Multi-Tilter-Business-Interiors-16697417.png?v=1750114187,https://v3b.fal.media/files/b/0a98a4ed/tyZRmsLpY8ob93kutabFd_4531645e0081412aa893ee04c2abc596.jpg,"The exact Ibex | Mesh Seat & Back Multi-Tilter from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260502-174712
ibex-synchro-tilter-chairs-mvl2801,9771009016121,2,studio-white,ibex-synchro-tilter-chairs-mvl2801__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Ibex-Synchro-Tilter-Chairs-MVL2801-Business-Interiors-16771416.png?v=1750129335,https://v3b.fal.media/files/b/0a98a4ea/QrC9u6ezptwEh90uwLS-X_a711967f04c04e97bacce81fabf6a280.jpg,"The exact Ibex Synchro-Tilter Chairs MVL2801 from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260502-174712
ibex-upholstered-seat-mesh-back-multi-tilter-1,9664289014073,2,studio-white,ibex-upholstered-seat-mesh-back-multi-tilter-1__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Ibex-_-Upholstered-Seat-_-Mesh-Back-Multi-Tilter-MVL2803-Business-Interiors-16697348.jpg?v=1750114165,https://v3b.fal.media/files/b/0a98a4ef/9SpZyN36Wq_eLKOXEJXsL_c440d5a1e175497bae9aaa37a287d3b9.jpg,"The exact OTG / Offices to Go (a division of Global Furniture Group) Upholstered seat fabric, mesh back Ibex | Upholstered Seat &  from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260502-174712
ibex-upholstered-seat-mesh-back-tilter-chair-mvl2801,9686790209849,2,studio-white,ibex-upholstered-seat-mesh-back-tilter-chair-mvl2801__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/IBEX-Upholstered-Seat-_-Mesh-Back-Tilter-Chair-MVL2804-Business-Interiors-16722327.png?v=1750119276,https://v3b.fal.media/files/b/0a98a4eb/mszFX3KbBipDU2Dj-DxI6_23cae2f03cee47a19d54fb7fba6d5280.jpg,"The exact IBEX Upholstered Seat & Mesh Back Tilter Chair MVL2804 from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260502-174712
