handle,product_id,position,scene,filename,source_hero_url,fal_url,prompt,generation_id,status,timestamp
adapt-high-back-synchro-tilter-mvl11724,9769092022585,2,studio-white,adapt-high-back-synchro-tilter-mvl11724__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Adapt-_-High-Back-Synchro-Tilter-MVL11724-Business-Interiors-16766398.png?v=1750128661,https://v3b.fal.media/files/b/0a9866ac/OkacznUgL9rWkZtaYdGF9_995c7da0c7384a9fa2f6eef2ed4c1f03.jpg,"The exact Adapt | High Back Synchro-Tilter MVL11724 from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-212801
adapt-high-back-synchro-tilter-mvl11724,9769092022585,3,sceneA-institutional,adapt-high-back-synchro-tilter-mvl11724__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Adapt-_-High-Back-Synchro-Tilter-MVL11724-Business-Interiors-16766398.png?v=1750128661,https://v3b.fal.media/files/b/0a9866ad/kPC52a9yWSqM2in1ATipU_3e12d8ec849b4763beb3791654efc0eb.jpg,"The exact Adapt | High Back Synchro-Tilter MVL11724 from the reference image, placed in a bright, beautifully styled Ontario office with abundant natural light, lush plants, and warm neutral tones — welcoming, calm, and professional. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-212801
adapt-high-back-synchro-tilter-mvl11724,9769092022585,4,sceneB-smb,adapt-high-back-synchro-tilter-mvl11724__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Adapt-_-High-Back-Synchro-Tilter-MVL11724-Business-Interiors-16766398.png?v=1750128661,https://v3b.fal.media/files/b/0a9866af/eNmQ0DeCruylWOVpwVTiw_a617a9d3e3a249e99b60d2933ae5b907.jpg,"The exact Adapt | High Back Synchro-Tilter MVL11724 from the reference image, placed in a polished private office at a professional services firm — warm wood tones, curated decor, premium finishes, refined and impressive. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-212801
adapt-high-back-synchro-tilter-mvl11724-mvl11725,9815337566521,2,studio-white,adapt-high-back-synchro-tilter-mvl11724-mvl11725__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Adapt-_-High-Back-Synchro-Tilter-MVL11724-MVL11725-Business-Interiors-16784650.png?v=1750132310,https://v3b.fal.media/files/b/0a9866a0/lB1pfFzeGwC2UuSXF64FT_35efe9a3e5bf43acb4cc3778485ebde2.jpg,"The exact Adapt | High Back Synchro-Tilter MVL11724 MVL11725 from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-212801
adapt-high-back-synchro-tilter-mvl11724-mvl11725,9815337566521,3,sceneA-institutional,adapt-high-back-synchro-tilter-mvl11724-mvl11725__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Adapt-_-High-Back-Synchro-Tilter-MVL11724-MVL11725-Business-Interiors-16784650.png?v=1750132310,https://v3b.fal.media/files/b/0a9866a1/ld43iwD90hZPT7xih52g9_0aea43a22d924727a36f10920ee2228b.jpg,"The exact Adapt | High Back Synchro-Tilter MVL11724 MVL11725 from the reference image, placed in a bright, beautifully styled Ontario office with abundant natural light, lush plants, and warm neutral tones — welcoming, calm, and professional. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-212801
adapt-high-back-synchro-tilter-mvl11724-mvl11725,9815337566521,4,sceneB-smb,adapt-high-back-synchro-tilter-mvl11724-mvl11725__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Adapt-_-High-Back-Synchro-Tilter-MVL11724-MVL11725-Business-Interiors-16784650.png?v=1750132310,https://v3b.fal.media/files/b/0a9866a2/jFmgkmnnNZSUoXxvGdsLR_eccace45b905457589b25ecc4a94b415.jpg,"The exact Adapt | High Back Synchro-Tilter MVL11724 MVL11725 from the reference image, placed in a polished private office at a professional services firm — warm wood tones, curated decor, premium finishes, refined and impressive. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-212801
adapt-high-back-synchro-tilter-mvl11725,9771322507577,2,studio-white,adapt-high-back-synchro-tilter-mvl11725__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Adapt-_-High-Back-Synchro-Tilter-MVL11725-Business-Interiors-16771525.png?v=1750129381,https://v3b.fal.media/files/b/0a9866a4/2Q-rlkFJh_UoS2QI-cl8v_0d79fcfa8a9f4aab9ad68dcdc4e37142.jpg,"The exact Adapt | High Back Synchro-Tilter MVL11725 from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-212801
adapt-high-back-synchro-tilter-mvl11725,9771322507577,3,sceneA-institutional,adapt-high-back-synchro-tilter-mvl11725__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Adapt-_-High-Back-Synchro-Tilter-MVL11725-Business-Interiors-16771525.png?v=1750129381,https://v3b.fal.media/files/b/0a9866a5/XxVyOOcjeyVclVdDmz4IB_37e8bb7b53934b0fb4137fea489651c8.jpg,"The exact Adapt | High Back Synchro-Tilter MVL11725 from the reference image, placed in a bright, beautifully styled Ontario office with abundant natural light, lush plants, and warm neutral tones — welcoming, calm, and professional. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-212801
adapt-high-back-synchro-tilter-mvl11725,9771322507577,4,sceneB-smb,adapt-high-back-synchro-tilter-mvl11725__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Adapt-_-High-Back-Synchro-Tilter-MVL11725-Business-Interiors-16771525.png?v=1750129381,https://v3b.fal.media/files/b/0a9866a6/ecxX2Fkrj8rKdgzn5Z8fQ_c65634a6464b41d2b563fac9b5574455.jpg,"The exact Adapt | High Back Synchro-Tilter MVL11725 from the reference image, placed in a polished private office at a professional services firm — warm wood tones, curated decor, premium finishes, refined and impressive. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-212801
craft-curve-120-degree-unit-2,9769344172345,2,studio-white,craft-curve-120-degree-unit-2__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Craft-_-Curve-120-Degree-Unit-Business-Interiors-16769899.png?v=1750128965,https://v3b.fal.media/files/b/0a9866a8/clXhXY6v6oITDmMRiU3tN_c8dc826d7e294dfd9420e617bb7f60d1.jpg,"The exact Craft | Curve-120 Degree Unit from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-212801
