Handle,Product_ID,Image_Position,Shopify_Image_ID,Outcome
lateral-file-storage-cabinet-with-shelves,10086762348857,2,53463043113273,deleted
lateral-file-storage-cabinet-with-shelves,10086762348857,3,53463043211577,deleted
lateral-file-storage-cabinet-with-shelves,10086762348857,4,53463043244345,deleted
table-desk-height-adjustable,10086725615929,2,53463043277113,deleted
table-desk-height-adjustable,10086725615929,3,53463043408185,deleted
table-desk-height-adjustable,10086725615929,4,53463043440953,deleted
lateral-file-used-5-drawer-beige-nevada,10084137697593,2,53463043506489,deleted
lateral-file-used-5-drawer-beige-nevada,10084137697593,3,53463043637561,deleted
lateral-file-used-5-drawer-beige-nevada,10084137697593,4,53463043670329,deleted
l-shape-workstations,10053881692473,2,53463043703097,deleted
l-shape-workstations,10053881692473,3,53463043735865,deleted
l-shape-workstations,10053881692473,4,53463043866937,deleted
sonic-armchair-polypropylene-seat-back-6513,10043552071993,2,53463043899705,deleted
sonic-armchair-polypropylene-seat-back-6513,10043552071993,3,53463043932473,deleted
sonic-armchair-polypropylene-seat-back-6513,10043552071993,4,53463044030777,deleted
sonic-armless-counter-stool-polypropylene-seat-back-6558cs,10042767475001,2,53463044063545,deleted
sonic-armless-counter-stool-polypropylene-seat-back-6558cs,10042767475001,3,53463044096313,deleted
sonic-armless-counter-stool-polypropylene-seat-back-6558cs,10042767475001,4,53463044194617,deleted
white-board-magnetic-mobile-on-wheels,10030448312633,2,53463044227385,deleted
white-board-magnetic-mobile-on-wheels,10030448312633,3,53463044260153,deleted
white-board-magnetic-mobile-on-wheels,10030448312633,4,53463044292921,deleted
solo-gues-chair,10024625176889,2,53463044391225,deleted
solo-gues-chair,10024625176889,3,53463044423993,deleted
solo-gues-chair,10024625176889,4,53463044456761,deleted
arm-caps-for-2330-chair,10023161004345,2,53463044555065,deleted
arm-caps-for-2330-chair,10023161004345,3,53463044587833,deleted
arm-caps-for-2330-chair,10023161004345,4,53463044620601,deleted
tritek-7472-3-chair,10016146129209,2,53463044718905,deleted
tritek-7472-3-chair,10016146129209,3,53463044784441,deleted
tritek-7472-3-chair,10016146129209,4,53463044882745,deleted
finch-armless-stacking-armchair-mvl11704,9982117806393,2,53463044981049,deleted
finch-armless-stacking-armchair-mvl11704,9982117806393,3,53463045013817,deleted
finch-armless-stacking-armchair-mvl11704,9982117806393,4,53463045046585,deleted
low-back-stacking-chair-mvl2747,9982116069689,2,53463045308729,deleted
low-back-stacking-chair-mvl2747,9982116069689,3,53463045341497,deleted
low-back-stacking-chair-mvl2747,9982116069689,4,53463045570873,deleted
armless-low-back-stacking-chair-mvl2748,9982115381561,2,53463045603641,deleted
armless-low-back-stacking-chair-mvl2748,9982115381561,3,53463045865785,deleted
armless-low-back-stacking-chair-mvl2748,9982115381561,4,53463045898553,deleted
temptations-office-suite-copy,9968549888313,2,53463046127929,deleted
temptations-office-suite-copy,9968549888313,3,53463046226233,deleted
temptations-office-suite-copy,9968549888313,4,53463046259001,deleted
temptations-office-suite,9968549429561,2,53463046619449,deleted
temptations-office-suite,9968549429561,3,53463046717753,deleted
temptations-office-suite,9968549429561,4,53463046750521,deleted
fax-printer-machine-stand,9968013639993,2,53463046914361,deleted
fax-printer-machine-stand,9968013639993,3,53463047078201,deleted
fax-printer-machine-stand,9968013639993,4,53463047110969,deleted
follower-block-mvlfb,9963964367161,2,53463047143737,deleted
follower-block-mvlfb,9963964367161,3,53463047176505,deleted
follower-block-mvlfb,9963964367161,4,53463047274809,deleted
levels-bookcase,9963313004857,2,53463047340345,deleted
levels-bookcase,9963313004857,3,53463047373113,deleted
levels-bookcase,9963313004857,4,53463047471417,deleted
keys-2-set,9960567046457,2,53463047536953,deleted
keys-2-set,9960567046457,3,53463047602489,deleted
keys-2-set,9960567046457,4,53463047733561,deleted
newland-16w-box-box-file-mobile-pedestal-nlmp23bbf,9950669635897,2,53463047766329,deleted
newland-16w-box-box-file-mobile-pedestal-nlmp23bbf,9950669635897,3,53463047799097,deleted
newland-16w-box-box-file-mobile-pedestal-nlmp23bbf,9950669635897,4,53463047897401,deleted
sonic-armchair-upholstered-seat-polypropylene-back-casters-6574,9945372459321,2,53463047930169,deleted
sonic-armchair-upholstered-seat-polypropylene-back-casters-6574,9945372459321,3,53463047962937,deleted
sonic-armchair-upholstered-seat-polypropylene-back-casters-6574,9945372459321,4,53463047995705,deleted
laptop-holder-for-100-ma1c-100-ma2c-monitor-arms,9943316529465,2,53463048094009,deleted
laptop-holder-for-100-ma1c-100-ma2c-monitor-arms,9943316529465,3,53463048126777,deleted
laptop-holder-for-100-ma1c-100-ma2c-monitor-arms,9943316529465,4,53463048159545,deleted
cluster-seating-2,9924896358713,2,53463048257849,deleted
cluster-seating-2,9924896358713,3,53463048290617,deleted
cluster-seating-2,9924896358713,4,53463048323385,deleted
cluster-seating,9924895768889,2,53463048421689,deleted
cluster-seating,9924895768889,3,53463048454457,deleted
cluster-seating,9924895768889,4,53463048487225,deleted
contemporary-metal-desk,9911124263225,2,53463048585529,deleted
contemporary-metal-desk,9911124263225,3,53463048651065,deleted
contemporary-metal-desk,9911124263225,4,53463048749369,deleted
metal-apex-desk,9911112433977,2,53463048847673,deleted
metal-apex-desk,9911112433977,3,53463048880441,deleted
metal-apex-desk,9911112433977,4,53463048913209,deleted
dispose,9905594925369,2,53463048978745,deleted
dispose,9905594925369,3,53463049077049,deleted
dispose,9905594925369,4,53463049142585,deleted
robust-high-back-multi-tilter-chair-2526,9905517953337,2,53463049208121,deleted
robust-high-back-multi-tilter-chair-2526,9905517953337,3,53463049306425,deleted
robust-high-back-multi-tilter-chair-2526,9905517953337,4,53463049339193,deleted
hutch-with-doors,9903963603257,2,53463049371961,deleted
hutch-with-doors,9903963603257,3,53463049470265,deleted
hutch-with-doors,9903963603257,4,53463049503033,deleted
executive-workstation-10x10,9897192554809,2,53463049535801,deleted
executive-workstation-10x10,9897192554809,3,53463049634105,deleted
executive-workstation-10x10,9897192554809,4,53463049666873,deleted
l-shape-desk-set-72x72,9893782552889,2,53463049699641,deleted
l-shape-desk-set-72x72,9893782552889,3,53463049797945,deleted
l-shape-desk-set-72x72,9893782552889,4,53463049830713,deleted
l-shape-desk-with-hutch,9893597905209,2,53463049863481,deleted
l-shape-desk-with-hutch,9893597905209,3,53463049929017,deleted
l-shape-desk-with-hutch,9893597905209,4,53463050027321,deleted
indigenous-medicine-wheel-huddl,9864578040121,2,53463050060089,deleted
indigenous-medicine-wheel-huddl,9864578040121,3,53463050092857,deleted
indigenous-medicine-wheel-huddl,9864578040121,4,53463050223929,deleted
coffee-table-1,9862922142009,2,53463050256697,deleted
coffee-table-1,9862922142009,3,53463050289465,deleted
coffee-table-1,9862922142009,4,53463050322233,deleted
credenza-storage-storage-with-locks,9859466658105,2,53463050453305,deleted
credenza-storage-storage-with-locks,9859466658105,3,53463050486073,deleted
credenza-storage-storage-with-locks,9859466658105,4,53463050518841,deleted
links-custom-reception-unit-60x72,9858891776313,2,53463050617145,deleted
links-custom-reception-unit-60x72,9858891776313,3,53463050649913,deleted
links-custom-reception-unit-60x72,9858891776313,4,53463050682681,deleted
wardrobe-storage-cabinet-htwlevsr7218,9855836586297,2,53463050813753,deleted
wardrobe-storage-cabinet-htwlevsr7218,9855836586297,3,53463050846521,deleted
wardrobe-storage-cabinet-htwlevsr7218,9855836586297,4,53463050879289,deleted
l-shape-suire,9855829967161,2,53463050977593,deleted
l-shape-suire,9855829967161,3,53463051010361,deleted
l-shape-suire,9855829967161,4,53463051043129,deleted
offices-to-go-newland-l-shaped-suite-nlp420,9855824068921,2,53463051075897,deleted
offices-to-go-newland-l-shaped-suite-nlp420,9855824068921,3,53463051174201,deleted
offices-to-go-newland-l-shaped-suite-nlp420,9855824068921,4,53463051206969,deleted
meeting-table,9853059694905,2,53463051272505,deleted
meeting-table,9853059694905,3,53463051370809,deleted
meeting-table,9853059694905,4,53463051403577,deleted
storage-cabinet-with-doors,9853010051385,2,53463051436345,deleted
storage-cabinet-with-doors,9853010051385,3,53463051534649,deleted
storage-cabinet-with-doors,9853010051385,4,53463051567417,deleted
display-shelving,9852995436857,2,53463051600185,deleted
display-shelving,9852995436857,3,53463051698489,deleted
display-shelving,9852995436857,4,53463051764025,deleted
av-stand-sa-81-3016,9846115074361,2,53463051796793,deleted
av-stand-sa-81-3016,9846115074361,3,53463051829561,deleted
av-stand-sa-81-3016,9846115074361,4,53463051927865,deleted
quick-assembly-height-adjustable-base,9842444271929,2,53463051960633,deleted
quick-assembly-height-adjustable-base,9842444271929,3,53463051993401,deleted
quick-assembly-height-adjustable-base,9842444271929,4,53463052091705,deleted
round-table-cross-base-8-colours,9841829478713,2,53463052222777,deleted
round-table-cross-base-8-colours,9841829478713,3,53463052255545,deleted
round-table-cross-base-8-colours,9841829478713,4,53463052353849,deleted
l-shape-desk-with-36h-privacy-panel-1,9840946479417,2,53463052386617,deleted
l-shape-desk-with-36h-privacy-panel-1,9840946479417,3,53463052419385,deleted
l-shape-desk-with-36h-privacy-panel-1,9840946479417,4,53463052517689,deleted
l-shape-desk-with-36h-privacy-panel,9840940810553,2,53463052550457,deleted
l-shape-desk-with-36h-privacy-panel,9840940810553,3,53463052583225,deleted
l-shape-desk-with-36h-privacy-panel,9840940810553,4,53463052681529,deleted
innovation-l-shape-curved-corner,9840929276217,2,53463052714297,deleted
innovation-l-shape-curved-corner,9840929276217,3,53463052747065,deleted
innovation-l-shape-curved-corner,9840929276217,4,53463052779833,deleted
obusforme-comfort-medium-back-chair-fabric-1241-3-copy,9840806887737,2,53463053074745,deleted
obusforme-comfort-medium-back-chair-fabric-1241-3-copy,9840806887737,3,53463053107513,deleted
obusforme-comfort-medium-back-chair-fabric-1241-3-copy,9840806887737,4,53463053140281,deleted
delivery-75,9834060742969,2,53463053271353,deleted
delivery-75,9834060742969,3,53463053304121,deleted
delivery-75,9834060742969,4,53463053336889,deleted
mobile-pedestal-file-file,9834039345465,2,53463053435193,already_gone
mobile-pedestal-file-file,9834039345465,3,53463053500729,already_gone
mobile-pedestal-file-file,9834039345465,4,53463053861177,already_gone
delivery-35,9831568867641,2,53463053959481,deleted
delivery-35,9831568867641,3,53463054057785,deleted
delivery-35,9831568867641,4,53463054090553,deleted
ganging-plates-for-terina-tables-gfcngfp,9828101783865,2,53463054188857,deleted
ganging-plates-for-terina-tables-gfcngfp,9828101783865,3,53463054221625,deleted
ganging-plates-for-terina-tables-gfcngfp,9828101783865,4,53463054254393,deleted
kensington-ac12-security-charging-cabinet,9827425812793,2,53463054385465,deleted
kensington-ac12-security-charging-cabinet,9827425812793,3,53463054483769,deleted
kensington-ac12-security-charging-cabinet,9827425812793,4,53463054516537,deleted
kensington-universal-charge-sync-tablet-cabinet,9827425616185,2,53463054549305,deleted
kensington-universal-charge-sync-tablet-cabinet,9827425616185,3,53463054647609,deleted
kensington-universal-charge-sync-tablet-cabinet,9827425616185,4,53463054680377,deleted
work-table-at,9826724872505,2,53463054713145,deleted
work-table-at,9826724872505,3,53463054811449,deleted
work-table-at,9826724872505,4,53463054844217,deleted
aktivity-environ-table,9824093798713,2,53463054876985,deleted
aktivity-environ-table,9824093798713,3,53463054975289,deleted
aktivity-environ-table,9824093798713,4,53463055335737,deleted
delivery-charge-65,9822444749113,2,53463055368505,deleted
delivery-charge-65,9822444749113,3,53463055401273,deleted
delivery-charge-65,9822444749113,4,53463055499577,deleted
dolly-for-sonic-chairs-6517ws,9822363451705,2,53463055532345,deleted
dolly-for-sonic-chairs-6517ws,9822363451705,3,53463055565113,deleted
dolly-for-sonic-chairs-6517ws,9822363451705,4,53463055663417,deleted
halifax-typical-4,9822310236473,2,53463055696185,deleted
halifax-typical-4,9822310236473,3,53463055728953,deleted
halifax-typical-4,9822310236473,4,53463055827257,deleted
delivery-installation-charge-250-00,9819011055929,2,53463056089401,deleted
delivery-installation-charge-250-00,9819011055929,3,53463056384313,deleted
delivery-installation-charge-250-00,9819011055929,4,53463056482617,deleted
delivery-charge-125,9818040172857,2,53463056515385,deleted
delivery-charge-125,9818040172857,3,53463056548153,deleted
delivery-charge-125,9818040172857,4,53463056646457,deleted
extended-high-back-wide-deep-seat-multi-tilt-bao27513,9816405115193,2,53463056679225,deleted
extended-high-back-wide-deep-seat-multi-tilt-bao27513,9816405115193,3,53463056711993,deleted
extended-high-back-wide-deep-seat-multi-tilt-bao27513,9816405115193,4,53463056744761,deleted
elora-multi-tilter-high-back-chair-black-petite-seat-baomvl1894,9815803887929,2,53463056843065,deleted
elora-multi-tilter-high-back-chair-black-petite-seat-baomvl1894,9815803887929,3,53463056875833,deleted
elora-multi-tilter-high-back-chair-black-petite-seat-baomvl1894,9815803887929,4,53463056908601,deleted
innovation-l-shape-set,9800714158393,2,53463057006905,deleted
innovation-l-shape-set,9800714158393,3,53463057039673,deleted
innovation-l-shape-set,9800714158393,4,53463057072441,deleted
hutch-5-sizes,9795588981049,2,53463057170745,deleted
hutch-5-sizes,9795588981049,3,53463057203513,deleted
hutch-5-sizes,9795588981049,4,53463057236281,deleted
mobile-pedestal-digital-lock,9788567388473,2,53463057334585,already_gone
mobile-pedestal-digital-lock,9788567388473,3,53463057367353,already_gone
mobile-pedestal-digital-lock,9788567388473,4,53463057400121,already_gone
bookcase-with-closed-lower-storage,9788108833081,2,53463057498425,deleted
bookcase-with-closed-lower-storage,9788108833081,3,53463057531193,deleted
bookcase-with-closed-lower-storage,9788108833081,4,53463057563961,deleted
credenza-with-sliding-doors-36-high,9788103917881,2,53463057596729,deleted
credenza-with-sliding-doors-36-high,9788103917881,3,53463057695033,deleted
credenza-with-sliding-doors-36-high,9788103917881,4,53463057727801,deleted
installation-chairs,9786994098489,2,53463057760569,deleted
installation-chairs,9786994098489,3,53463057858873,deleted
installation-chairs,9786994098489,4,53463057891641,deleted
ranger-table,9785891127609,2,53463057957177,deleted
ranger-table,9785891127609,3,53463058022713,deleted
ranger-table,9785891127609,4,53463058121017,deleted
single-pedestal-desk-nlp232,9782658629945,2,53463058153785,deleted
single-pedestal-desk-nlp232,9782658629945,3,53463058252089,deleted
single-pedestal-desk-nlp232,9782658629945,4,53463058350393,deleted
height-adjustable-rectangular-table-2-legs-nl48243qht,9782607446329,2,53463058383161,deleted
height-adjustable-rectangular-table-2-legs-nl48243qht,9782607446329,3,53463058448697,deleted
height-adjustable-rectangular-table-2-legs-nl48243qht,9782607446329,4,53463058547001,deleted
two-drawer-lateral-file-nl3624lft,9782603186489,2,53463058579769,deleted
two-drawer-lateral-file-nl3624lft,9782603186489,3,53463058645305,deleted
two-drawer-lateral-file-nl3624lft,9782603186489,4,53463058743609,deleted
desktop-sit-stand-workstation-mvl5230b0,9782589817145,2,53463058776377,deleted
desktop-sit-stand-workstation-mvl5230b0,9782589817145,3,53463058809145,deleted
