handle,product_id,position,scene,filename,source_hero_url,fal_url,prompt,generation_id,status,timestamp
lockers-single-tier-assembled,9690784596281,2,studio-white,lockers-single-tier-assembled__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Lockers-Single-Tier-_Assembled_-Business-Interiors-16725896.png?v=1750120125,https://v3b.fal.media/files/b/0a9849f8/y2EQguQMtWh4gQ436z2ZB_9dc9d95ad3f046f3aac0cbf7de639013.jpg,"The exact Lockers Single Tier (Assembled) from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-010747
lockers-single-tier-assembled,9690784596281,3,sceneA-institutional,lockers-single-tier-assembled__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Lockers-Single-Tier-_Assembled_-Business-Interiors-16725896.png?v=1750120125,https://v3b.fal.media/files/b/0a9849f9/N27haqOVfGmdxBgVCjqE3_df31de4220294f75b0a849eac2581aa5.jpg,"The exact Lockers Single Tier (Assembled) from the reference image, placed in a bright, beautifully styled Ontario office with abundant natural light, lush plants, and warm neutral tones — welcoming, calm, and professional. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-010747
lockers-single-tier-assembled,9690784596281,4,sceneB-smb,lockers-single-tier-assembled__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Lockers-Single-Tier-_Assembled_-Business-Interiors-16725896.png?v=1750120125,https://v3b.fal.media/files/b/0a9849fa/Q9bS6Ny7i1Xi3R44I6JUu_9c69aaeb94f84f67b3b7f33851f9c1bd.jpg,"The exact Lockers Single Tier (Assembled) from the reference image, placed in a polished private office at a professional services firm — warm wood tones, curated decor, premium finishes, refined and impressive. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-010747
lockers-2-tier-assembled,9690804846905,2,studio-white,lockers-2-tier-assembled__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Lockers-2-Tier-_Assembled_-Business-Interiors-16726619.png?v=1750120309,https://v3b.fal.media/files/b/0a9849fc/wJZvUCaebFz5OgTa_vDFD_d5513388006b4dcf86e0cf416b8e6f96.jpg,"The exact Lockers 2 Tier (Assembled) from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-010747
lockers-2-tier-assembled,9690804846905,3,sceneA-institutional,lockers-2-tier-assembled__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Lockers-2-Tier-_Assembled_-Business-Interiors-16726619.png?v=1750120309,https://v3b.fal.media/files/b/0a9849fd/_3YiQ6zC5rYHMi4dXT3pR_e4b7bd355a1a48baabec103b0be8a158.jpg,"The exact Lockers 2 Tier (Assembled) from the reference image, placed in a bright, beautifully styled Ontario office with abundant natural light, lush plants, and warm neutral tones — welcoming, calm, and professional. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-010747
lockers-2-tier-assembled,9690804846905,4,sceneB-smb,lockers-2-tier-assembled__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Lockers-2-Tier-_Assembled_-Business-Interiors-16726619.png?v=1750120309,https://v3b.fal.media/files/b/0a9849fe/mjJR8zCsj1VxrJwwwcChL_f6dbd41c43ae445784c05a8f7a21236c.jpg,"The exact Lockers 2 Tier (Assembled) from the reference image, placed in a polished private office at a professional services firm — warm wood tones, curated decor, premium finishes, refined and impressive. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-010747
standard-lateral-files-2-3-4-5-drawers,9782444425529,2,studio-white,standard-lateral-files-2-3-4-5-drawers__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Standard-Lateral-Files-_2_3_4-_-5-Drawers_-Business-Interiors-16776830.png?v=1772465672,https://v3b.fal.media/files/b/0a9849ff/C3Cg1ny5qtroXAuqEsyeI_234e7860234046c7bd80a8ab4e17bae5.jpg,"The exact Standard Lateral Files (2,3,4 & 5 Drawers) from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-010747
standard-lateral-files-2-3-4-5-drawers,9782444425529,3,sceneA-institutional,standard-lateral-files-2-3-4-5-drawers__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Standard-Lateral-Files-_2_3_4-_-5-Drawers_-Business-Interiors-16776830.png?v=1772465672,https://v3b.fal.media/files/b/0a984a00/WmTwDEabjSqrfXWL_BDYt_551a40b4c3f643bdb675b796a54804f1.jpg,"The exact Standard Lateral Files (2,3,4 & 5 Drawers) from the reference image, placed in a clean, well-organised administrative office at a small Ontario hospital or municipal office — neutral warm tones, natural light from large windows, tidy and professional. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-010747
standard-lateral-files-2-3-4-5-drawers,9782444425529,4,sceneB-smb,standard-lateral-files-2-3-4-5-drawers__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Standard-Lateral-Files-_2_3_4-_-5-Drawers_-Business-Interiors-16776830.png?v=1772465672,https://v3b.fal.media/files/b/0a984a01/RDiUdCoNK3Y1cwGIXItsG_7fc4585a4ea54f758b8518f22d190ec3.jpg,"The exact Standard Lateral Files (2,3,4 & 5 Drawers) from the reference image, placed in a stylish professional office with curated storage and upscale finishes — accounting firm or insurance brokerage, warm lighting, sophisticated and put-together. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-010747
wood-laminate-storage-cabinets,9788608184633,2,studio-white,wood-laminate-storage-cabinets__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Wood-Laminate-Storage-cabinets-Business-Interiors-16782655.jpg?v=1750131874,https://v3b.fal.media/files/b/0a984a02/39t6kOJtgJAE-ninxDIVO_a1430c9245f04b24b0772450014509d3.jpg,"The exact Wood Laminate Storage cabinets from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-010747
