category,slug,url,http_status,product_count,template_suffix,result,notes
seating,highback-seating,https://brantbusinessinteriors.com/collections/highback-seating,SKIP,,,WARN,api-miss
seating,medium-back-seating,https://brantbusinessinteriors.com/collections/medium-back-seating,SKIP,,,WARN,api-miss
seating,mesh-seating,https://brantbusinessinteriors.com/collections/mesh-seating,SKIP,,,WARN,api-miss
seating,leather-faux-seating,https://brantbusinessinteriors.com/collections/leather-faux-seating,SKIP,,,WARN,api-miss
seating,stools-seating,https://brantbusinessinteriors.com/collections/stools-seating,SKIP,,,WARN,api-miss
seating,lounge-chairs-seating,https://brantbusinessinteriors.com/collections/lounge-chairs-seating,SKIP,,,WARN,api-miss
seating,ottomans,https://brantbusinessinteriors.com/collections/ottomans,SKIP,,,WARN,api-miss
seating,guest-seating,https://brantbusinessinteriors.com/collections/guest-seating,SKIP,,,WARN,api-miss
seating,stacking-seating,https://brantbusinessinteriors.com/collections/stacking-seating,SKIP,,,WARN,api-miss
seating,folding-stacking-chairs-carts,https://brantbusinessinteriors.com/collections/folding-stacking-chairs-carts,SKIP,,,WARN,api-miss
seating,nesting-chairs-chair,https://brantbusinessinteriors.com/collections/nesting-chairs-chair,SKIP,,,WARN,api-miss
seating,24-hour-seating,https://brantbusinessinteriors.com/collections/24-hour-seating,SKIP,,,WARN,api-miss
seating,big-heavy-seating,https://brantbusinessinteriors.com/collections/big-heavy-seating,SKIP,,,WARN,api-miss
seating,cluster-seating,https://brantbusinessinteriors.com/collections/cluster-seating,SKIP,,,WARN,api-miss
seating,industrial-seating,https://brantbusinessinteriors.com/collections/industrial-seating,SKIP,,,WARN,api-miss
seating,gaming,https://brantbusinessinteriors.com/collections/gaming,SKIP,,,WARN,api-miss
desks,u-shape-desks-desks,https://brantbusinessinteriors.com/collections/u-shape-desks-desks,SKIP,,,WARN,api-miss
desks,l-shape-desks-desks,https://brantbusinessinteriors.com/collections/l-shape-desks-desks,SKIP,,,WARN,api-miss
desks,height-adjustable-tables-desks,https://brantbusinessinteriors.com/collections/height-adjustable-tables-desks,SKIP,,,WARN,api-miss
desks,multi-person-workstations-desks,https://brantbusinessinteriors.com/collections/multi-person-workstations-desks,SKIP,,,WARN,api-miss
desks,benching-desks,https://brantbusinessinteriors.com/collections/benching-desks,SKIP,,,WARN,api-miss
desks,table-desks,https://brantbusinessinteriors.com/collections/table-desks,SKIP,,,WARN,api-miss
desks,straight-desks-desks,https://brantbusinessinteriors.com/collections/straight-desks-desks,SKIP,,,WARN,api-miss
desks,reception,https://brantbusinessinteriors.com/collections/reception,SKIP,,,WARN,api-miss
desks,office-suites-desks,https://brantbusinessinteriors.com/collections/office-suites-desks,SKIP,,,WARN,api-miss
storage,lateral-files-storage,https://brantbusinessinteriors.com/collections/lateral-files-storage,SKIP,,,WARN,api-miss
storage,vertical-files,https://brantbusinessinteriors.com/collections/vertical-files,SKIP,,,WARN,api-miss
storage,storage-cabinets-storage,https://brantbusinessinteriors.com/collections/storage-cabinets-storage,SKIP,,,WARN,api-miss
storage,bookcases-storage,https://brantbusinessinteriors.com/collections/bookcases-storage,SKIP,,,WARN,api-miss
storage,hutch,https://brantbusinessinteriors.com/collections/hutch,SKIP,,,WARN,api-miss
storage,lateral-storage-combo-storage,https://brantbusinessinteriors.com/collections/lateral-storage-combo-storage,SKIP,,,WARN,api-miss
storage,end-tab-filing-storage,https://brantbusinessinteriors.com/collections/end-tab-filing-storage,SKIP,,,WARN,api-miss
storage,pedestal-drawers-storage,https://brantbusinessinteriors.com/collections/pedestal-drawers-storage,SKIP,,,WARN,api-miss
storage,fire-resistant-safes-storage,https://brantbusinessinteriors.com/collections/fire-resistant-safes-storage,SKIP,,,WARN,api-miss
storage,metal-shelving,https://brantbusinessinteriors.com/collections/metal-shelving,SKIP,,,WARN,api-miss
storage,lockers,https://brantbusinessinteriors.com/collections/lockers,SKIP,,,WARN,api-miss
storage,fire-resistant-file-cabinets-storage,https://brantbusinessinteriors.com/collections/fire-resistant-file-cabinets-storage,SKIP,,,WARN,api-miss
storage,wardrobe-storage,https://brantbusinessinteriors.com/collections/wardrobe-storage,SKIP,,,WARN,api-miss
storage,credenzas,https://brantbusinessinteriors.com/collections/credenzas,SKIP,,,WARN,api-miss
tables,meeting-tables,https://brantbusinessinteriors.com/collections/meeting-tables,SKIP,,,WARN,api-miss
tables,coffee-tables,https://brantbusinessinteriors.com/collections/coffee-tables,SKIP,,,WARN,api-miss
tables,training-flip-top-tables,https://brantbusinessinteriors.com/collections/training-flip-top-tables,SKIP,,,WARN,api-miss
tables,end-tables-tables,https://brantbusinessinteriors.com/collections/end-tables-tables,SKIP,,,WARN,api-miss
tables,drafting-tables,https://brantbusinessinteriors.com/collections/drafting-tables,SKIP,,,WARN,api-miss
tables,round-square-tables,https://brantbusinessinteriors.com/collections/round-square-tables,SKIP,,,WARN,api-miss
tables,cafeteria-kitchen-tables,https://brantbusinessinteriors.com/collections/cafeteria-kitchen-tables,SKIP,,,WARN,api-miss
tables,bar-height-tables,https://brantbusinessinteriors.com/collections/bar-height-tables,SKIP,,,WARN,api-miss
tables,folding-tables-tables,https://brantbusinessinteriors.com/collections/folding-tables-tables,SKIP,,,WARN,api-miss
tables,table-bases,https://brantbusinessinteriors.com/collections/table-bases,SKIP,,,WARN,api-miss
boardroom,boardroom-conference-meeting,https://brantbusinessinteriors.com/collections/boardroom-conference-meeting,SKIP,,,WARN,api-miss
boardroom,lecterns-podiums,https://brantbusinessinteriors.com/collections/lecterns-podiums,SKIP,,,WARN,api-miss
boardroom,audio-visual-equipment,https://brantbusinessinteriors.com/collections/audio-visual-equipment,SKIP,,,WARN,api-miss
ergonomic-products,height-adjustable-tables,https://brantbusinessinteriors.com/collections/height-adjustable-tables,SKIP,,,WARN,api-miss
ergonomic-products,monitor-arms,https://brantbusinessinteriors.com/collections/monitor-arms,SKIP,,,WARN,api-miss
ergonomic-products,keyboard-trays,https://brantbusinessinteriors.com/collections/keyboard-trays,SKIP,,,WARN,api-miss
ergonomic-products,desktop-sit-stand,https://brantbusinessinteriors.com/collections/desktop-sit-stand,SKIP,,,WARN,api-miss
panels-room-dividers,room-dividers-panels-dividers,https://brantbusinessinteriors.com/collections/room-dividers-panels-dividers,SKIP,,,WARN,api-miss
panels-room-dividers,desk-top-dividers,https://brantbusinessinteriors.com/collections/desk-top-dividers,SKIP,,,WARN,api-miss
panels-room-dividers,modesty-panels,https://brantbusinessinteriors.com/collections/modesty-panels,SKIP,,,WARN,api-miss
accessories,chairmats-accessories,https://brantbusinessinteriors.com/collections/chairmats-accessories,SKIP,,,WARN,api-miss
accessories,power-modules-accessories,https://brantbusinessinteriors.com/collections/power-modules-accessories,SKIP,,,WARN,api-miss
accessories,coat-racks-accessories,https://brantbusinessinteriors.com/collections/coat-racks-accessories,SKIP,,,WARN,api-miss
accessories,lighting,https://brantbusinessinteriors.com/collections/lighting,SKIP,,,WARN,api-miss
quiet-spaces,telephone-booths,https://brantbusinessinteriors.com/collections/telephone-booths,SKIP,,,WARN,api-miss
quiet-spaces,walls,https://brantbusinessinteriors.com/collections/walls,SKIP,,,WARN,api-miss
quiet-spaces,sound-dampeners,https://brantbusinessinteriors.com/collections/sound-dampeners,SKIP,,,WARN,api-miss
quiet-spaces,av-stand,https://brantbusinessinteriors.com/collections/av-stand,SKIP,,,WARN,api-miss
quiet-spaces,planters,https://brantbusinessinteriors.com/collections/planters,SKIP,,,WARN,api-miss
