handle,product_id,position,scene,filename,source_hero_url,fal_url,local_path,score,match,reason,status,retries,timestamp
array-stand-as-air-purifier-1,9712563224889,2,studio-white,array-stand-as-air-purifier-1__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/ArrayTM-Stand-AS-Air-Purifier-Business-Interiors-16739055.jpg?v=1750122858,https://v3b.fal.media/files/b/0a9847b5/2Rj4RCIFIGi5Pe5lf3LiK_2972404da69942ad87ba3f553bd79cb3.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-02/array-stand-as-air-purifier-1__pos2__studio-white.jpg,10,True,"The generated image perfectly replicates the reference product in all aspects, including form, color, material, hardware, and proportions.",OK,0,20260429-233758
array-stand-as-air-purifier-1,9712563224889,3,sceneA-institutional,array-stand-as-air-purifier-1__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/ArrayTM-Stand-AS-Air-Purifier-Business-Interiors-16739055.jpg?v=1750122858,https://v3b.fal.media/files/b/0a9847b6/-olCY711IlyvIyNbCcfnQ_3f55fe475d424a19aaa32ef31dac3bbd.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-02/array-stand-as-air-purifier-1__pos3__sceneA-institutional.jpg,9,True,"The generated image accurately depicts the product in form, color, material, hardware, and proportions.",OK,0,20260429-233758
array-stand-as-air-purifier-1,9712563224889,4,sceneB-smb,array-stand-as-air-purifier-1__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/ArrayTM-Stand-AS-Air-Purifier-Business-Interiors-16739055.jpg?v=1750122858,https://v3b.fal.media/files/b/0a9847b8/aYbNNMnyWWR7gvIEysHDl_c8fa4d104096459d9af51beb41c84df0.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-02/array-stand-as-air-purifier-1__pos4__sceneB-smb.jpg,9,True,"The product in B almost perfectly matches the product in A in terms of form, color, material, hardware, and proportions.",OK,0,20260429-233758
drift-seating,9701172412729,2,studio-white,drift-seating__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Drift-Seating-Business-Interiors-16734466.jpg?v=1750121987,https://v3b.fal.media/files/b/0a9847c5/7Fe1YvRhk24M3kHbNgjij_e964843dcf1d45bf8eb56a58d853345f.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-02/drift-seating__pos2__studio-white.jpg,9,True,The chair in B closely matches the chair in A in all visual aspects.,OK,0,20260429-233758
drift-seating,9701172412729,3,sceneA-institutional,drift-seating__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Drift-Seating-Business-Interiors-16734466.jpg?v=1750121987,https://v3b.fal.media/files/b/0a9847c6/dWrG30MyjS0uwKMqvUj59_f22379b36c9244b4b8e2d4ef9b0b6e76.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-02/drift-seating__pos3__sceneA-institutional.jpg,9,True,The product in image B is a very close match to the product in image A in all aspects.,OK,0,20260429-233758
drift-seating,9701172412729,4,sceneB-smb,drift-seating__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Drift-Seating-Business-Interiors-16734466.jpg?v=1750121987,https://v3b.fal.media/files/b/0a9847c7/p6WOTgPSB36bLxRIgbH7L_0649937f09514d3782277d7c3298fb32.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-02/drift-seating__pos4__sceneB-smb.jpg,10,True,The generated image accurately replicates the product from the reference image in all aspects.,OK,0,20260429-233758
executive-u-shape-desk-set,9785152078137,2,studio-white,executive-u-shape-desk-set__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Executive-U-Shape-Desk-Set-Business-Interiors-16780989.png?v=1750131502,https://v3b.fal.media/files/b/0a9847c8/1pXiT126EcQ-qL0ONFAhf_fa538d9e147e4360b0ee644df0c94459.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-02/executive-u-shape-desk-set__pos2__studio-white.jpg,9,True,"The generated image closely matches the reference product in form, color, material, and dimensions.",OK,0,20260429-233758
executive-u-shape-desk-set,9785152078137,3,sceneA-institutional,executive-u-shape-desk-set__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Executive-U-Shape-Desk-Set-Business-Interiors-16780989.png?v=1750131502,https://v3b.fal.media/files/b/0a9847c9/3tCFjNxg8-htH5qKsC-Ij_03e34716ae414f37b291b57b5e62971c.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-02/executive-u-shape-desk-set__pos3__sceneA-institutional.jpg,9,True,"The generated image accurately depicts the product from the reference image in terms of form, color, material, hardware, and proportions.",OK,0,20260429-233758
executive-u-shape-desk-set,9785152078137,4,sceneB-smb,executive-u-shape-desk-set__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Executive-U-Shape-Desk-Set-Business-Interiors-16780989.png?v=1750131502,https://v3b.fal.media/files/b/0a9847ca/TCeO8_Pq1uWZ_3P6msQTM_a555889e929a4ae395252d97609a6f49.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-02/executive-u-shape-desk-set__pos4__sceneB-smb.jpg,9,True,"The generated image accurately matches the product in the reference image in form, color, material, and proportions.",OK,0,20260429-233758
global-recliner-primacare-gc3608mrc,9692001993017,2,studio-white,global-recliner-primacare-gc3608mrc__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Global-Recliner-Primacare-GC3608MRC-Business-Interiors-16727493.png?v=1750120357,https://v3b.fal.media/files/b/0a98479e/TMAJ1pWogleOqve1a_0hF_ebf79a9e99ac42bdba7b827f1ad796ec.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-02/global-recliner-primacare-gc3608mrc__pos2__studio-white.jpg,9,True,"The generated chair closely matches the reference product in all visual aspects, including form, color, material, hardware, and proportions.",OK,0,20260429-233758
global-recliner-primacare-gc3608mrc,9692001993017,3,sceneA-institutional,global-recliner-primacare-gc3608mrc__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Global-Recliner-Primacare-GC3608MRC-Business-Interiors-16727493.png?v=1750120357,https://v3b.fal.media/files/b/0a98479f/8cTB-lK4SLkxaGP2ltxuN_fba3ba55f914463393ad2835a9dc4cfc.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-02/global-recliner-primacare-gc3608mrc__pos3__sceneA-institutional.jpg,9,True,"The generated image accurately replicates the form, color, material, hardware, and proportions of the reference product.",OK,0,20260429-233758
global-recliner-primacare-gc3608mrc,9692001993017,4,sceneB-smb,global-recliner-primacare-gc3608mrc__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Global-Recliner-Primacare-GC3608MRC-Business-Interiors-16727493.png?v=1750120357,https://v3b.fal.media/files/b/0a9847a0/0jVuWuuscvvpNWltX6oG9_1ee06a3452344faa995f8fb6f390e41c.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-02/global-recliner-primacare-gc3608mrc__pos4__sceneB-smb.jpg,9,True,"The generated image closely matches the reference product in form, color, material, hardware, and proportions.",OK,0,20260429-233758
height-adjustable-l-shape-71x71,9665393262905,2,studio-white,height-adjustable-l-shape-71x71__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Height-Adjustable-L-Shape-71_x71_-Business-Interiors-16698230.png?v=1750114370,https://v3b.fal.media/files/b/0a9847a8/_kawuu5cRcDvQnNbLlZfa_1c0709191d2d42b8b6e818ec0a15720c.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-02/height-adjustable-l-shape-71x71__pos2__studio-white.jpg,9,True,"The generated image closely matches the reference product in form, color, material, hardware, and proportions, with only minor differences in surface texture and lighting.",OK,0,20260429-233758
height-adjustable-l-shape-71x71,9665393262905,3,sceneA-institutional,height-adjustable-l-shape-71x71__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Height-Adjustable-L-Shape-71_x71_-Business-Interiors-16698230.png?v=1750114370,https://v3b.fal.media/files/b/0a9847a9/wBZ8zprfnKswSy__5RdFD_809627d8d0c54c06851fbf796591f9e3.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-02/height-adjustable-l-shape-71x71__pos3__sceneA-institutional.jpg,9,True,"The generated image closely matches the reference product in form, color, material, and proportions, with only minor differences in the leg design and the side panel of the unit.",OK,0,20260429-233758
height-adjustable-l-shape-71x71,9665393262905,4,sceneB-smb,height-adjustable-l-shape-71x71__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Height-Adjustable-L-Shape-71_x71_-Business-Interiors-16698230.png?v=1750114370,https://v3b.fal.media/files/b/0a9847aa/arxbvb4dOpzMp4L1rYRlE_8e3449dc7b7346f9abdf8c6caaa8fed5.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-02/height-adjustable-l-shape-71x71__pos4__sceneB-smb.jpg,8,True,"The generated image accurately represents the product in terms of form, color, and material, with only minor differences in proportions and visible hardware.",OK,0,20260429-233758
hideaway-storage-cabinet-1,9733369233721,2,studio-white,hideaway-storage-cabinet-1__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Hideaway-Storage-Cabinet-Business-Interiors-16751575.png?v=1750125495,https://v3b.fal.media/files/b/0a9847b9/DTCwdytmQr1sKhD8aazhp_c1d6cae77c524dae91b467c2cad600e5.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-02/hideaway-storage-cabinet-1__pos2__studio-white.jpg,8,True,"The generated product is nearly identical to the reference product in form, color, material, and proportions, differing only in its interior contents and context.",OK,0,20260429-233758
hideaway-storage-cabinet-1,9733369233721,3,sceneA-institutional,hideaway-storage-cabinet-1__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Hideaway-Storage-Cabinet-Business-Interiors-16751575.png?v=1750125495,https://v3b.fal.media/files/b/0a9847ba/RamsNhPV0y5TTFdHg8CUf_8dd785db64aa46b2b61e85cdd02579ab.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-02/hideaway-storage-cabinet-1__pos3__sceneA-institutional.jpg,9,True,"The product in B closely matches the product in A in form, color, material, hardware, and proportions.",OK,0,20260429-233758
hideaway-storage-cabinet-1,9733369233721,4,sceneB-smb,hideaway-storage-cabinet-1__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Hideaway-Storage-Cabinet-Business-Interiors-16751575.png?v=1750125495,https://v3b.fal.media/files/b/0a9847bb/WLjFnGmyGgJQ5LJLvElw9_486292138b664c1d8bb0d2bfb3c9ec97.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-02/hideaway-storage-cabinet-1__pos4__sceneB-smb.jpg,9,True,"The generated image accurately depicts the product's form, color, material, hardware, and proportions from the reference image.",OK,0,20260429-233758
jumbo-storage-cabinet-assembled-72-h-x48w-x-24-d,9776397713721,2,studio-white,jumbo-storage-cabinet-assembled-72-h-x48w-x-24-d__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Jumbo-Storage-Cabinet-Assembled-72_-H-x48_W-x-24_-D-Business-Interiors-16774442.png?v=1750130032,https://v3b.fal.media/files/b/0a9847b2/w3WtV2IrYgmUDgSkGdblT_ef52e081f7af4247885fc25ad5c54638.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-02/jumbo-storage-cabinet-assembled-72-h-x48w-x-24-d__pos2__studio-white.jpg,9,True,"The generated image closely matches the reference product in form, color, material, hardware, and proportions.",OK,0,20260429-233758
jumbo-storage-cabinet-assembled-72-h-x48w-x-24-d,9776397713721,3,sceneA-institutional,jumbo-storage-cabinet-assembled-72-h-x48w-x-24-d__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Jumbo-Storage-Cabinet-Assembled-72_-H-x48_W-x-24_-D-Business-Interiors-16774442.png?v=1750130032,https://v3b.fal.media/files/b/0a9847b3/nBosOy3E6_mXnYkaSsmVe_c9e2738254d2470c9596769fe522effd.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase1/batch-02/jumbo-storage-cabinet-assembled-72-h-x48w-x-24-d__pos3__sceneA-institutional.jpg,9,True,"The generated product in B closely matches the reference product in A in form, color, material, hardware, and proportions of the cabinet.",OK,0,20260429-233758
