handle,product_id,position,scene,filename,source_hero_url,fal_url,prompt,generation_id,status,timestamp
anda-seat-phantom-king-gaming-style-office-chair,9725776691513,2,studio-white,anda-seat-phantom-king-gaming-style-office-chair__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Anda-Seat-Phantom-King-Gaming-Style-Office-Chair-Business-Interiors-16747196.png?v=1750124557,https://v3b.fal.media/files/b/0a986502/9NrtVlIZRRpNkYE92VMh-_01bc6e6b794e41ae94f29505c2b9024d.jpg,"The exact Anda Seat Phantom King Gaming Style Office Chair from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-201458
anda-seat-phantom-king-gaming-style-office-chair,9725776691513,3,sceneA-institutional,anda-seat-phantom-king-gaming-style-office-chair__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Anda-Seat-Phantom-King-Gaming-Style-Office-Chair-Business-Interiors-16747196.png?v=1750124557,https://v3b.fal.media/files/b/0a986504/haaPyoGC7qcyr2JQrmGAB_7b03deae35ae439f93a2f7c3f903a39e.jpg,"The exact Anda Seat Phantom King Gaming Style Office Chair from the reference image, placed in a bright, beautifully styled Ontario health team or community services office — light oak surfaces, lush green plants, large windows flooding the room with natural light, warm and welcoming atmosphere. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-201458
anda-seat-phantom-king-gaming-style-office-chair,9725776691513,4,sceneB-smb,anda-seat-phantom-king-gaming-style-office-chair__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Anda-Seat-Phantom-King-Gaming-Style-Office-Chair-Business-Interiors-16747196.png?v=1750124557,https://v3b.fal.media/files/b/0a986505/9QmQTp-Whh-E56byLlTT4_d487a743d4394e64a87dab7384562488.jpg,"The exact Anda Seat Phantom King Gaming Style Office Chair from the reference image, placed in a polished private office at a professional services firm — rich walnut desk, warm ambient lighting, curated bookshelves, premium finishes, law firm or consulting studio aesthetic. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-201458
arlo-lounge-swivel-task-chair-1,9759454560569,2,studio-white,arlo-lounge-swivel-task-chair-1__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Arlo-_-Lounge-Swivel-Task-Chair-Business-Interiors-16763174.png?v=1750127924,https://v3b.fal.media/files/b/0a9864eb/O2JhzQfFPO8m-CQZbpIS6_dd6da0f0447a4513bb8275403e03b939.jpg,"The exact Arlo | Lounge Swivel Task Chair from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-201458
arlo-lounge-swivel-task-chair-1,9759454560569,3,sceneA-institutional,arlo-lounge-swivel-task-chair-1__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Arlo-_-Lounge-Swivel-Task-Chair-Business-Interiors-16763174.png?v=1750127924,https://v3b.fal.media/files/b/0a9864ed/FJe7g2qpr0Lg2BziABT-9_40df66d952104cab9570e11d3696811c.jpg,"The exact Arlo | Lounge Swivel Task Chair from the reference image, placed in a bright, beautifully styled Ontario health team or community services office — light oak surfaces, lush green plants, large windows flooding the room with natural light, warm and welcoming atmosphere. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-201458
arlo-lounge-swivel-task-chair-1,9759454560569,4,sceneB-smb,arlo-lounge-swivel-task-chair-1__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Arlo-_-Lounge-Swivel-Task-Chair-Business-Interiors-16763174.png?v=1750127924,https://v3b.fal.media/files/b/0a9864ee/J3MInJmUQoOrY1LLbdZzv_271b52768cac49e6ab5b2392d87af2e3.jpg,"The exact Arlo | Lounge Swivel Task Chair from the reference image, placed in a polished private office at a professional services firm — rich walnut desk, warm ambient lighting, curated bookshelves, premium finishes, law firm or consulting studio aesthetic. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-201458
basics-comfort-time-ultra-multi-tilter-big-tall-chair,9768077066553,2,studio-white,basics-comfort-time-ultra-multi-tilter-big-tall-chair__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Basicsr-Comfort-TimeTM-Ultra-Multi-Tilter-Big-_-Tall-Chair-Business-Interiors-16766184.png?v=1750128615,https://v3b.fal.media/files/b/0a9864fe/d0aslbvMl5uB2eAdftIpJ_5aa59434e91546a4848e2e8e4076ef6b.jpg,"The exact Basics® Comfort-Time™ Ultra Multi-Tilter Big & Tall Chair from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-201458
basics-comfort-time-ultra-multi-tilter-big-tall-chair,9768077066553,3,sceneA-institutional,basics-comfort-time-ultra-multi-tilter-big-tall-chair__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Basicsr-Comfort-TimeTM-Ultra-Multi-Tilter-Big-_-Tall-Chair-Business-Interiors-16766184.png?v=1750128615,https://v3b.fal.media/files/b/0a9864ff/1jTYgpnIatfPhwVQ9syxj_0bf59edbda3b4888b6817dd08c70baad.jpg,"The exact Basics® Comfort-Time™ Ultra Multi-Tilter Big & Tall Chair from the reference image, placed in a bright, beautifully styled Ontario health team or community services office — light oak surfaces, lush green plants, large windows flooding the room with natural light, warm and welcoming atmosphere. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-201458
basics-comfort-time-ultra-multi-tilter-big-tall-chair,9768077066553,4,sceneB-smb,basics-comfort-time-ultra-multi-tilter-big-tall-chair__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Basicsr-Comfort-TimeTM-Ultra-Multi-Tilter-Big-_-Tall-Chair-Business-Interiors-16766184.png?v=1750128615,https://v3b.fal.media/files/b/0a986500/5siBXJActoGycgTF31fM4_09588a8c20cd4f40810c67c98b2d8956.jpg,"The exact Basics® Comfort-Time™ Ultra Multi-Tilter Big & Tall Chair from the reference image, placed in a polished private office at a professional services firm — rich walnut desk, warm ambient lighting, curated bookshelves, premium finishes, law firm or consulting studio aesthetic. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-201458
basics-comfort-time-ultra-multi-tilter-chairs-mvl1873-1,9815800054073,2,studio-white,basics-comfort-time-ultra-multi-tilter-chairs-mvl1873-1__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Basicsr-Comfort-TimeTM-Ultra-Multi-Tilter-Chairs-MVL1873-Business-Interiors-16785165.png?v=1750132418,https://v3b.fal.media/files/b/0a986515/XEYoYJCp0ELN1pa6Yalg0_13ab9509d1aa49ddbe9d781679a58462.jpg,"The exact Basics® Comfort-Time™ Ultra Multi-Tilter Chairs MVL1873 MVL1875 (Available with a headrest) from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-201458
