handle,product_id,position,scene,filename,source_hero_url,fal_url,local_path,score,match,reason,status,retries,timestamp
ergo-boss-high-back-multi-tilter-chair-1,9666750906681,2,studio-white,ergo-boss-high-back-multi-tilter-chair-1__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Ergo-BossTM-Multi-Tilter-Chair-Business-Interiors-16765640.png?v=1750128479,https://v3b.fal.media/files/b/0a98a3fe/BstsweScn2z5zE1AKGStf_64001d7a16c94c7d89427d398160eeac.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase2/phase2-batch-04/ergo-boss-high-back-multi-tilter-chair-1__pos2__studio-white.jpg,9,True,"The generated image closely matches the reference product in form, color, material, hardware, and proportions.",OK,0,20260502-172105
executive-suites-height-adjustable-desk,9726800527673,2,studio-white,executive-suites-height-adjustable-desk__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Executive-Suites-Height-Adjustable-Desk-Business-Interiors-16748534.png?v=1750124851,https://v3b.fal.media/files/b/0a98a400/_1M5GaGZqvbmQaz21BAsw_8e05708a987f4f59a5a3907a0694ae2d.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase2/phase2-batch-04/executive-suites-height-adjustable-desk__pos2__studio-white.jpg,2,False,"The generated image B significantly deviates from the reference image A in terms of the shelf unit, which has been replaced with a television and the desk drawers are absent.",FLAG_HUMAN,0,20260502-172105
executive-workstation-10x10,9897192554809,2,studio-white,executive-workstation-10x10__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/office-central-brant-business-interiors-default-title-executive-workstation-10-x10-42992223060281.png?v=1759098259,https://v3b.fal.media/files/b/0a98a401/gOOGQD79TZfU34iVCFb7Q_a71bcf5ce2654f4bbba79e7619071a5e.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase2/phase2-batch-04/executive-workstation-10x10__pos2__studio-white.jpg,9,True,"The generated image closely replicates the product in the reference image in terms of form, color, material, and proportions.",OK,0,20260502-172105
extended-high-back-wide-deep-seat-multi-tilt-bao27513,9816405115193,2,studio-white,extended-high-back-wide-deep-seat-multi-tilt-bao27513__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Screenshot2025-10-31141754.png?v=1767457391,https://v3b.fal.media/files/b/0a98a402/ZAfqxyzghGy8CNyEwUMug_f81914c3e2684809aef865b2c49917f7.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase2/phase2-batch-04/extended-high-back-wide-deep-seat-multi-tilt-bao27513__pos2__studio-white.jpg,7,True,"The chairs are very similar in form, color, material, and proportions, with minor differences in the stitching and exact shape of the armrests.",OK,0,20260502-172105
fax-printer-machine-stand,9968013639993,2,studio-white,fax-printer-machine-stand__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/office-central-brant-business-interiors-default-title-fax-printer-machine-stand-43459056861497.png?v=1759098301,https://v3b.fal.media/files/b/0a98a409/iIxNL5k9ess0f7A5JS1XM_1088178b028441eab4ad53f15d207963.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase2/phase2-batch-04/fax-printer-machine-stand__pos2__studio-white.jpg,2,False,The generated image shows a different set of drawers and a different computer monitor than the reference product.,FLAG_HUMAN,0,20260502-172105
finch-armless-stacking-armchair-mvl11704,9982117806393,2,studio-white,finch-armless-stacking-armchair-mvl11704__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/office-central-brant-business-interiors-default-title-finch-armless-stacking-armchair-mvl11704-43547839627577.png?v=1759098303,https://v3b.fal.media/files/b/0a98a410/t8N70dM0Rvaegx3JLBZxE_5dbc9b89067d4657ad37ede1dd3a4a25.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase2/phase2-batch-04/finch-armless-stacking-armchair-mvl11704__pos2__studio-white.jpg,9,True,"The generated image accurately replicates the original product in form, color, material, hardware, and proportions.",OK,0,20260502-172105
fireking-storage-cabinet-44-high,9779951731001,2,studio-white,fireking-storage-cabinet-44-high__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/FireKing-Storage-Cabinet-44_-High-Business-Interiors-16776641.png?v=1750130540,https://v3b.fal.media/files/b/0a98a412/qWCM5AwOXHzMO8BL3pwGJ_53257b083c6648ac847c1713020c9f2d.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase2/phase2-batch-04/fireking-storage-cabinet-44-high__pos2__studio-white.jpg,9,True,"The generated image accurately replicates the reference product in form, color, material, hardware, and proportions.",OK,0,20260502-172105
fireking-storage-cabinet-72-high,9779951436089,2,studio-white,fireking-storage-cabinet-72-high__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/FireKing-Storage-Cabinet-72_-High-Business-Interiors-16776546.png?v=1750130517,https://v3b.fal.media/files/b/0a98a413/FYuRllaSIi-gTd_lKb6zn_828b407661bb4c16a426c1e0e465e64a.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase2/phase2-batch-04/fireking-storage-cabinet-72-high__pos2__studio-white.jpg,9,True,"The generated image is a near-perfect replica of the reference product in terms of form, color, material, hardware, and proportions.",OK,0,20260502-172105
flip-top-table-48-x-24,9103358984505,2,studio-white,flip-top-table-48-x-24__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Flip-Top-Table-48_-x-24_-Business-Interiors-16690944.jpg?v=1750112688,https://v3b.fal.media/files/b/0a98a414/fKyA6-i_9z6OVEFGFfMWs_813d010067a044bfb4ca5982a0a3bfb4.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase2/phase2-batch-04/flip-top-table-48-x-24__pos2__studio-white.jpg,9,True,"The generated image accurately replicates the original product in terms of form, color, material texture, visible hardware, and proportions.",OK,0,20260502-172105
floor-chairmat-carpet-hard-floor-60-x-46,9103186002233,2,studio-white,floor-chairmat-carpet-hard-floor-60-x-46__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Floor-Chairmat-Carpet_-Hard-Floor-60_-x-46_-Business-Interiors-16688745.jpg?v=1750112184,https://v3b.fal.media/files/b/0a98a416/7XvPuxYqP-cQcQnN6HPz4_652e0329c53b4b50bf4b32d794d93216.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase2/phase2-batch-04/floor-chairmat-carpet-hard-floor-60-x-46__pos2__studio-white.jpg,9,True,"The generated image accurately replicates the form, color, material, hardware, and proportions of the reference product.",OK,0,20260502-172105
