handle,product_id,position,scene,filename,source_hero_url,fal_url,prompt,generation_id,status,timestamp
ceiling-grids-sound-acoustic-dampeners-orb,9832623735097,2,studio-white,ceiling-grids-sound-acoustic-dampeners-orb__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-16-x16-ceiling-grids-sound-acoustic-dampeners-orb-42575583215929.jpg?v=1759098231,https://v3b.fal.media/files/b/0a9869d0/wedgcIJqUH-xdxRO91Qfs_625a510204ee4b8cb56628af3abd1b5a.jpg,"The exact Ceiling Grids Sound Acoustic Dampeners ORB from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-233645
ceiling-grids-sound-acoustic-dampeners-orb,9832623735097,3,sceneA-institutional,ceiling-grids-sound-acoustic-dampeners-orb__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-16-x16-ceiling-grids-sound-acoustic-dampeners-orb-42575583215929.jpg?v=1759098231,https://v3b.fal.media/files/b/0a9869d1/ET9cAD2BdmplbRA0hgX1c_5ab058f4e39845dc82314d7a8a70dda9.jpg,"The exact Ceiling Grids Sound Acoustic Dampeners ORB from the reference image, placed in a bright, beautifully styled Ontario office with abundant natural light, lush plants, and warm neutral tones — welcoming, calm, and professional. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-233645
ceiling-grids-sound-acoustic-dampeners-orb,9832623735097,4,sceneB-smb,ceiling-grids-sound-acoustic-dampeners-orb__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-16-x16-ceiling-grids-sound-acoustic-dampeners-orb-42575583215929.jpg?v=1759098231,https://v3b.fal.media/files/b/0a9869d2/IyILnjR23GgahhzbbWT4R_f68030fc06204688942664cc679da2d5.jpg,"The exact Ceiling Grids Sound Acoustic Dampeners ORB from the reference image, placed in a polished private office at a professional services firm — warm wood tones, curated decor, premium finishes, refined and impressive. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-233645
desk-top-divider-divide,9693141827897,2,studio-white,desk-top-divider-divide__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Desk-Top-Divider-DIVIDE-Business-Interiors-16731440.jpg?v=1750121211,https://v3b.fal.media/files/b/0a9869bd/9IALI-chMVq8qWOOQJhBt_c068a474b381422aa6376c74408d10bb.jpg,"The exact Desk Top Divider DIVIDE from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-233645
desk-top-divider-divide,9693141827897,3,sceneA-institutional,desk-top-divider-divide__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Desk-Top-Divider-DIVIDE-Business-Interiors-16731440.jpg?v=1750121211,https://v3b.fal.media/files/b/0a9869be/0lj_6jK6qoHnHwVYVnF_F_b05ede1a06ab4dd9a1308f6cc33e63a2.jpg,"The exact Desk Top Divider DIVIDE from the reference image, placed in a warmly lit, well-designed administrative office at a Canadian non-profit or family health team — clean surfaces, fresh plants, natural light, calm and professional. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-233645
desk-top-divider-divide,9693141827897,4,sceneB-smb,desk-top-divider-divide__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Desk-Top-Divider-DIVIDE-Business-Interiors-16731440.jpg?v=1750121211,https://v3b.fal.media/files/b/0a9869c0/fNfT7Ne6LRqeTvLToDfkP_3266d682402f44e6a6abf927757c4f1a.jpg,"The exact Desk Top Divider DIVIDE from the reference image, placed in a sleek private office at a law firm or financial services company — dark wood tones, statement pendant lighting, premium leather accessories, polished and refined. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-233645
electric-dual-monitor-height-adjustable-standing-desk-workstation-dc450,9103473934649,2,studio-white,electric-dual-monitor-height-adjustable-standing-desk-workstation-dc450__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Electric-Dual-Monitor-Height-Adjustable-Standing-Desk-Workstation-DC450-Business-Interiors-16692480.jpg?v=1750113078,https://v3b.fal.media/files/b/0a9869cc/AlV0H4VhC7Icfr_5ed4T__f90ff114ab80430991e82917bbaa32f9.jpg,"The exact Electric Dual Monitor Height Adjustable Standing Desk Workstation DC450 from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-233645
electric-dual-monitor-height-adjustable-standing-desk-workstation-dc450,9103473934649,3,sceneA-institutional,electric-dual-monitor-height-adjustable-standing-desk-workstation-dc450__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Electric-Dual-Monitor-Height-Adjustable-Standing-Desk-Workstation-DC450-Business-Interiors-16692480.jpg?v=1750113078,https://v3b.fal.media/files/b/0a9869ce/6l-0C3BfhUlHs74xAMI3y_94c47b76d8f14405b5575952358fd95f.jpg,"The exact Electric Dual Monitor Height Adjustable Standing Desk Workstation DC450 from the reference image, placed in a warmly lit, well-designed administrative office at a Canadian non-profit or family health team — clean surfaces, fresh plants, natural light, calm and professional. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-233645
electric-dual-monitor-height-adjustable-standing-desk-workstation-dc450,9103473934649,4,sceneB-smb,electric-dual-monitor-height-adjustable-standing-desk-workstation-dc450__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Electric-Dual-Monitor-Height-Adjustable-Standing-Desk-Workstation-DC450-Business-Interiors-16692480.jpg?v=1750113078,https://v3b.fal.media/files/b/0a9869cf/oiDkC0R9uHYDqzeSPFELx_4f9a6fd7d4e94c68abca1db65101aecc.jpg,"The exact Electric Dual Monitor Height Adjustable Standing Desk Workstation DC450 from the reference image, placed in a sleek private office at a law firm or financial services company — dark wood tones, statement pendant lighting, premium leather accessories, polished and refined. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-233645
global-accord-back-knee-tilter-chair-1,9639652557113,2,studio-white,global-accord-back-knee-tilter-chair-1__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Global-Accord-Back-Knee-Tilter-Chair-Business-Interiors-16696635.jpg?v=1750114030,https://v3b.fal.media/files/b/0a9869b7/T0yp7rJ70wx4LZdlV7sjm_b7c9f204790549febbf1f057ec5ea717.jpg,"The exact Global Accord   Back Knee Tilter Chair from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260430-233645
