handle,product_id,position,scene,filename,source_hero_url,fal_url,local_path,score,match,reason,status,retries,timestamp
2-drawer-legal-width-vertical-file,9727968149817,2,studio-white,2-drawer-legal-width-vertical-file__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Pedestal-File-File-_With-or-without-wheels_-Business-Interiors-16749095.png?v=1750124954,https://v3b.fal.media/files/b/0a987a4c/ZG9Pj4vxOgWgHZmucZNK6_f30425f92fb643a29851da1ec3fa71b7.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase2/phase2-batch-01/2-drawer-legal-width-vertical-file__pos2__studio-white.jpg,9,True,"The generated image closely matches the reference product in form, color, material, hardware, and proportions.",OK,0,20260501-113709
2600-series-4-drawer-vertical-file-legal-26-451,10095599190329,2,studio-white,2600-series-4-drawer-vertical-file-legal-26-451__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Screenshot2026-01-12100820.jpg?v=1768230595,https://v3b.fal.media/files/b/0a987a4d/yhs9xS-mpCsmqxHXmbGyJ_46bd1ff685fd43ae8683eae2f76f71ef.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase2/phase2-batch-01/2600-series-4-drawer-vertical-file-legal-26-451__pos2__studio-white.jpg,9,True,"The generated image closely matches the reference product's form, color, and hardware, with minor differences in drawer label appearance and slight proportion variations.",OK,0,20260501-113709
4-drawer-legal-width-vertical-file,9727970705721,2,studio-white,4-drawer-legal-width-vertical-file__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/4-Drawer-Legal-Width-Vertical-File-Business-Interiors-16748949.png?v=1750124935,https://v3b.fal.media/files/b/0a987a4e/r8olLaQsEOfmkR21Lq36j_e408aa44a3d44b47804bf787ac680921.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase2/phase2-batch-01/4-drawer-legal-width-vertical-file__pos2__studio-white.jpg,9,True,"The generated image accurately depicts the reference product in form, color, material, hardware, and proportions.",OK,0,20260501-113709
4-drawer-letter-width-vertical-file,9727969984825,2,studio-white,4-drawer-letter-width-vertical-file__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/4-Drawer-Letter-Width-Vertical-File-Business-Interiors-16748826.png?v=1750124914,https://v3b.fal.media/files/b/0a987a4f/u8UHwqP5Ls0wQH_hMLbne_5d81748e6fb546ee89505db03ec53e4b.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase2/phase2-batch-01/4-drawer-letter-width-vertical-file__pos2__studio-white.jpg,9,True,"The generated product matches the reference product in all aspects, including form, color, material, hardware, and proportions.",OK,0,20260501-113709
6-person-workstation-chairs-bridges,9688261001529,2,studio-white,6-person-workstation-chairs-bridges__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/6-Person-Workstation-_-Chairs-Bridges-Business-Interiors-16724314.png?v=1750119719,https://v3b.fal.media/files/b/0a987a51/AaQujgZdmxtMw5e4PenwE_d868075e41624fdabce5405b8b0b894a.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase2/phase2-batch-01/6-person-workstation-chairs-bridges__pos2__studio-white.jpg,8,True,"The generated image accurately replicates the form, color, material, hardware, and proportions of the reference product.",OK,0,20260501-113709
altona-high-back-leather-tilter,9664282657081,2,studio-white,altona-high-back-leather-tilter__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Altona-_-High-Back-Leather-Tilter-Business-Interiors-16697076.png?v=1750114097,https://v3b.fal.media/files/b/0a987a52/_H10uX04sIf_H22BopMyr_02d6516c4c874744b3a7390a7a18d66f.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase2/phase2-batch-01/altona-high-back-leather-tilter__pos2__studio-white.jpg,9,True,"The generated image accurately matches the reference product in form, color, material, hardware, and proportions.",OK,0,20260501-113709
arm-caps-for-2330-chair,10023161004345,2,studio-white,arm-caps-for-2330-chair__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Screenshot2025-10-28175931.png?v=1767457393,https://v3b.fal.media/files/b/0a987a53/cqGxhdMFwEhYwQHr_WUaD_ceeeb22990494cee95da077b734f49e9.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase2/phase2-batch-01/arm-caps-for-2330-chair__pos2__studio-white.jpg,4,False,"The generated image shows distinctly different products from the reference image, differing in shape, size, and features.",FLAG_HUMAN,0,20260501-113709
armless-low-back-stacking-chair-mvl2748,9982115381561,2,studio-white,armless-low-back-stacking-chair-mvl2748__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/office-central-brant-business-interiors-default-title-armless-low-back-stacking-chair-mvl2748-43547823178041.png?v=1759098300,https://v3b.fal.media/files/b/0a987a55/Yg2LPqR-jlWT62IVIyIZW_84f03cfd5cf3401581d41c59e54803b5.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase2/phase2-batch-01/armless-low-back-stacking-chair-mvl2748__pos2__studio-white.jpg,8,True,"The generated image closely matches the reference product in form, color, material, hardware, and proportions, with minor differences in shading and depth perception.",OK,0,20260501-113709
ashmont-medium-back-management-tilter-mvl2781,9771597070649,2,studio-white,ashmont-medium-back-management-tilter-mvl2781__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Ashmont-_-Medium-Back-Management-Tilter-MVL2781-Business-Interiors-16772758.png?v=1750129635,https://v3b.fal.media/files/b/0a987a56/AgmadKCep3s9TgT6qWE_D_893b568b83b440bc9d7a988b1ad50a4e.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase2/phase2-batch-01/ashmont-medium-back-management-tilter-mvl2781__pos2__studio-white.jpg,10,True,The generated image perfectly matches the reference product in all visual aspects.,OK,0,20260501-113709
ashton-high-back-tilter,9664281542969,2,studio-white,ashton-high-back-tilter__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Ashton-_-High-Back-Tilter-Business-Interiors-16696956.png?v=1750114075,https://v3b.fal.media/files/b/0a987a58/OgAzzGm1yjtUDSKzjwUqL_c14ecbff56d04bb3814406b25a12906e.jpg,/Users/leokatz/Desktop/Office Central/data/img2img/phase2/phase2-batch-01/ashton-high-back-tilter__pos2__studio-white.jpg,1,False,The generated image has visual artifacts and the product does not fully match the reference in form due to missing information and added overlays.,FLAG_HUMAN,0,20260501-113709
