handle,product_id,position,scene,filename,source_hero_url,fal_url,prompt,generation_id,status,timestamp
freefit-benching-height-adjustable-176w-x-62-5d-ffhab506-2,9674653499705,2,studio-white,freefit-benching-height-adjustable-176w-x-62-5d-ffhab506-2__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/FreeFitTM-Benching-Height-Adjustable-176_W-x-62.5_D-_FFHAB506_-Business-Interiors-16711425.png?v=1750116919,https://v3b.fal.media/files/b/0a9822fc/7ItKLOk6YbEfzsq6Q_8Tm_0e353f2806554058ae633cecc0058f55.jpg,"The exact FreeFit™ Benching Height Adjustable 176""W x 62.5""D (FFHAB506) from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260428-212430
freefit-benching-height-adjustable-176w-x-62-5d-ffhab506-2,9674653499705,3,sceneA-institutional,freefit-benching-height-adjustable-176w-x-62-5d-ffhab506-2__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/FreeFitTM-Benching-Height-Adjustable-176_W-x-62.5_D-_FFHAB506_-Business-Interiors-16711425.png?v=1750116919,https://v3b.fal.media/files/b/0a9822fd/0ZLbyXoAsIOG-HhAEu-GR_78261cdd39b140b58b1fa8972501c0e5.jpg,"The exact FreeFit™ Benching Height Adjustable 176""W x 62.5""D (FFHAB506) from the reference image, placed in a warmly lit, well-designed administrative office at a Canadian non-profit or family health team — clean surfaces, fresh plants, natural light, calm and professional. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260428-212430
freefit-benching-height-adjustable-176w-x-62-5d-ffhab506-2,9674653499705,4,sceneB-smb,freefit-benching-height-adjustable-176w-x-62-5d-ffhab506-2__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/FreeFitTM-Benching-Height-Adjustable-176_W-x-62.5_D-_FFHAB506_-Business-Interiors-16711425.png?v=1750116919,https://v3b.fal.media/files/b/0a9822fe/c4hxLVzwFxD2ya7bVjaa8_77f7ab1e31fa47f4ae4f2f735e6d84f1.jpg,"The exact FreeFit™ Benching Height Adjustable 176""W x 62.5""D (FFHAB506) from the reference image, placed in a sleek private office at a law firm or financial services company — dark wood tones, statement pendant lighting, premium leather accessories, polished and refined. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260428-212430
zira-conference-table-9-sizes,9103414755641,2,studio-white,zira-conference-table-9-sizes__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Zira-Conference-Table-9-Sizes-Business-Interiors-16691380.jpg?v=1750112780,https://v3b.fal.media/files/b/0a9822ff/QMxAriVKLSlBQvsAeP6vJ_7a98e10ee115421cbbfa27493e71b60e.jpg,"The exact Zira Conference Table - 9 Sizes from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260428-212430
zira-conference-table-9-sizes,9103414755641,3,sceneA-institutional,zira-conference-table-9-sizes__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Zira-Conference-Table-9-Sizes-Business-Interiors-16691380.jpg?v=1750112780,https://v3b.fal.media/files/b/0a982300/xoaGVA-UQAZeQyypqaN5y_9e0e54bfbe48445d9ed85c1d864d052d.jpg,"The exact Zira Conference Table - 9 Sizes from the reference image, placed in a bright, modern boardroom at a community health centre or non-profit — large windows, natural light, clean contemporary lines, welcoming and collaborative. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260428-212430
zira-conference-table-9-sizes,9103414755641,4,sceneB-smb,zira-conference-table-9-sizes__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Zira-Conference-Table-9-Sizes-Business-Interiors-16691380.jpg?v=1750112780,https://v3b.fal.media/files/b/0a982302/SEVn2IWZ0FUKSjl4q7ikX_dacf586cce8848c5ae29ea8a9a7a37c2.jpg,"The exact Zira Conference Table - 9 Sizes from the reference image, placed in a polished executive boardroom at a professional services firm — warm wood table, leather chairs, city skyline view, sophisticated and impressive. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260428-212430
halifax-typical-9,9817158025529,2,studio-white,halifax-typical-9__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/The-Halifax-Collection-Business-Interiors-16786845.png?v=1750132762,https://v3b.fal.media/files/b/0a982303/_517OBL_bJZhk81pLWQVw_20f36e49b3f2469f914b5f34854ebed2.jpg,"The exact Halifax Typical 9 from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260428-212430
halifax-typical-9,9817158025529,3,sceneA-institutional,halifax-typical-9__pos3__sceneA-institutional.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/The-Halifax-Collection-Business-Interiors-16786845.png?v=1750132762,https://v3b.fal.media/files/b/0a982304/5PZ5bPxGsBiU0CEhTsdLG_0ae667cff7444a0a9063259bbee7551e.jpg,"The exact Halifax Typical 9 from the reference image, placed in a bright, beautifully styled Ontario office with abundant natural light, lush plants, and warm neutral tones — welcoming, calm, and professional. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260428-212430
halifax-typical-9,9817158025529,4,sceneB-smb,halifax-typical-9__pos4__sceneB-smb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/The-Halifax-Collection-Business-Interiors-16786845.png?v=1750132762,https://v3b.fal.media/files/b/0a982305/BhXiGyxl5Bsllunuj1yoE_d9deec526a034ef795562be6ea2f793c.jpg,"The exact Halifax Typical 9 from the reference image, placed in a polished private office at a professional services firm — warm wood tones, curated decor, premium finishes, refined and impressive. Match the reference exactly: same form, colour, material, hardware, and proportions. Wide shot, mid-distance, eye-level, photorealistic. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260428-212430
u-shape-height-adjustable-desk-suite-zira,9688255365433,2,studio-white,u-shape-height-adjustable-desk-suite-zira__pos2__studio-white.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/U-Shape-Height-Adjustable-Desk-Suite-Zira-Business-Interiors-16724126.png?v=1750119674,https://v3b.fal.media/files/b/0a982306/LYlp9FaQ7rtMBASVVT0FZ_5eb710b4b74f43de8a93068c1c02dd1b.jpg,"The exact Global Furniture Group Designer White U-Shape Height Adjustable Desk Suite Zira from the reference image on a pure white seamless background. Professional studio product photography, soft even lighting, subtle drop shadow, sharp focus on every detail. Match the reference exactly: same form, colour, material, hardware, and proportions. No background objects, no props. No people, no hands. No text, no logos, no signage, no readable writing on any surface. Any computer or TV screen must be off / blank black. No watermarks, no captions.",,OK,20260428-212430
