id,handle,title,collection_type,published_at,product_count_live
526867333433,desktop-accessories,Desktop Accessories,custom,2026-05-07T10:48:49-04:00,0
471844618553,desktop-risers,Desktop Risers,custom,2024-02-25T23:51:29-05:00,4
473196298553,desktop-sit-stand,Desktop Sit Stand,custom,2024-03-25T04:52:44-04:00,10
476854616377,diagnostic-carts-arms,Diagnostic Carts/Arms,custom,2024-06-10T16:56:55-04:00,0
502854222137,diaper-shelves,Diaper Shelves,custom,2025-05-26T10:29:09-04:00,0
476854485305,dining-room,dining room,custom,2024-06-10T16:55:58-04:00,0
508412461369,dinning-furniture,Dinning Furniture,custom,2025-07-31T14:33:44-04:00,0
508412657977,dinning-seating,Dinning Seating,custom,2025-07-31T14:34:30-04:00,0
508412526905,dinning-tables,Dinning Tables,custom,2025-07-31T14:33:57-04:00,0
502853959993,doll-furniture,Doll Furniture,custom,2025-05-26T10:26:41-04:00,0
471686086969,doors,Doors,custom,2024-02-22T14:18:55-05:00,0
486609649977,dorm-penitentiary-furniture,Dorm & Penitentiary Furniture,custom,2024-10-20T10:45:53-04:00,2
487507525945,drafting-tables,Drafting Tables,custom,2024-11-03T12:17:39-05:00,7
502851895609,dramatic-play,Dramatic Play,custom,2025-05-26T09:45:43-04:00,0
508406235449,dressers,Dressers,custom,2025-07-31T14:32:16-04:00,0
475033698617,educational,Educational,custom,,0
473199345977,educational-furniture,Educational Furniture,custom,,7
473361875257,end-tab-file-cabinets-storage-coming-soon,End Tab File Cabinets (Storage)  Coming Soon,custom,2024-03-28T07:22:45-04:00,0
473196921145,end-tab-filing-storage,End Tab Filing (Storage),custom,2024-03-25T04:56:40-04:00,1
473196396857,end-tables-tables,End tables (Tables),custom,2024-03-25T04:53:21-04:00,5
469949317433,epson,Epson,custom,2024-01-17T03:22:40-05:00,0
526866710841,ergocentric,ergoCentric,custom,2026-05-07T10:48:38-04:00,0
526867464505,ergonomic-accessories,Ergonomic Accessories,custom,2026-05-07T10:48:51-04:00,0
526847476025,ergonomic-products,Ergonomic Products,smart,2026-05-07T00:34:47-04:00,-1
508416459065,exam-room-seating,Exam Room Seating,custom,,0
526867005753,executive-desks,Executive Desks,custom,2026-05-07T10:48:44-04:00,0
526866776377,executive-seating,Executive Seating,custom,2026-05-07T10:48:39-04:00,0
471844192569,facility-breakroom,Facility & Breakroom,custom,2024-02-25T23:34:23-05:00,0
471844225337,facility-supplies,Facility Supplies,custom,2024-02-25T23:34:39-05:00,0
526810579257,featured-homepage,Featured — Homepage,custom,,3
487722713401,fees-products,Fees products,smart,2024-11-04T16:52:23-05:00,653
471657185593,filing-storage-accessories,"Filing, Storage & Accessories",custom,2024-02-22T00:43:08-05:00,1
473263341881,fire-resistant-file-cabinets,Fire Resistant File Cabinets,custom,2024-03-26T13:10:42-04:00,6
471684383033,fire-resistant-file-cabinets-safes,Fire Resistant File Cabinets & Safes,custom,2024-02-22T13:29:31-05:00,4
473349620025,fire-resistant-file-cabinets-storage,Fire Resistant File Cabinets (Storage),custom,2024-03-28T00:30:46-04:00,6
473197052217,fire-resistant-safes,Fire Resistant Safes,custom,2024-03-25T04:57:05-04:00,5
473349423417,fire-resistant-safes-storage,Fire Resistant Safes (Storage),custom,2024-03-28T00:23:36-04:00,11
502853173561,fixed-shelf-units,Fixed Shelf Units,custom,2025-05-26T10:21:19-04:00,0
471844258105,floor-mats,Floor Mats,custom,2024-02-25T23:35:03-05:00,0
526867595577,focus-rooms,Focus Room Furniture,custom,2026-05-07T10:48:53-04:00,0
473350734137,folding-chair-chair,Folding Chair,custom,2024-03-28T01:12:15-04:00,8
471653286201,folding-stacking-chairs-carts,Folding/Stacking Chairs & Carts,custom,2024-02-22T00:05:49-05:00,7
471834198329,folding-tables,Folding Tables,custom,2024-02-25T15:42:11-05:00,2
473350209849,folding-tables-tables,Folding Tables (Tables),custom,2024-03-28T01:00:51-04:00,8
508625256761,frontpage,Home page,custom,,0
471653187897,furniture,Furniture,custom,2024-02-22T00:04:45-05:00,3
471835083065,furniture-accessories,Furniture Accessories,custom,2024-02-25T16:20:47-05:00,0
471685431609,furniture-collections,Furniture Collections,custom,2024-02-22T14:01:18-05:00,0
476853895481,gaming,Gaming,custom,2024-06-10T16:48:03-04:00,3
471835115833,garment-care,Garment Care,custom,2024-02-25T16:21:09-05:00,0
526866743609,global-furniture,Global Furniture Group,custom,2026-05-07T10:48:39-04:00,0
526866678073,global-teknion,Global / Teknion,custom,2026-05-07T10:48:38-04:00,0
472894112057,guest-seating,Guest (Seating),custom,2024-03-18T09:49:59-04:00,39
508420325689,headboards-footboards,Headboards & Footboards,custom,2025-07-31T14:36:35-04:00,0
475033502009,healthcare,Healthcare,custom,,1
526866874681,healthcare-seating,Healthcare Seating,custom,2026-05-07T10:48:41-04:00,0
469949120825,heaters,Heaters,custom,2024-01-17T03:20:46-05:00,0
473195905337,height-adjustable-tables,Height Adjustable Tables,custom,2024-03-25T04:47:15-04:00,19
476571140409,height-adjustable-tables-1,Height Adjustable Tables,custom,2024-06-04T13:15:09-04:00,18
474620920121,height-adjustable-tables-desks,Height Adjustable Tables (Desks),custom,2024-04-25T15:53:15-04:00,21
472894046521,higback,Higback,custom,2024-03-18T09:49:48-04:00,0
526867300665,high-density-storage,High-Density Storage,custom,2026-05-07T10:48:48-04:00,0
473194529081,highback-seating,Highback (Seating),custom,2024-03-25T04:35:40-04:00,46
469948334393,home-page,Home page,custom,2024-01-17T03:03:07-05:00,8
469949251897,hp,HP,custom,2024-01-17T03:22:24-05:00,0
494681751865,hutch,Hutch,custom,2025-02-24T14:45:43-05:00,2
491934023993,industrial-seating,Industrial Seating,custom,2025-01-10T13:37:47-05:00,8
502851961145,infant-toddler,Infant & Toddler,custom,,0
469949186361,ink-and-toner,Ink and Toner,custom,2024-01-17T03:21:42-05:00,0
471833411897,insulated-file-cabinets,Insulated File Cabinets,custom,2024-02-25T15:08:16-05:00,0
502853992761,interactive-play-funriture,Interactive Play Funriture,custom,2025-05-26T10:26:55-04:00,0
520219099449,ipad-holder,iPad Holder,custom,2026-01-22T12:24:45-05:00,1
526866645305,keilhauer,Keilhauer,custom,2026-05-07T10:48:37-04:00,0
473196265785,keyboard-trays,Keyboard Trays,custom,2024-03-25T04:52:20-04:00,6
476855370041,kids-bookcases,Kids Bookcases,custom,2024-06-10T17:05:38-04:00,-1
502852485433,kids-chairs,Kids Chairs,custom,2025-05-26T10:07:37-04:00,0
476855140665,kids-couches-coming-soon,Kids Couches-coming soon,custom,2024-06-10T17:03:28-04:00,0
476855107897,kids-desks,Kids Desks,custom,2024-06-10T17:03:00-04:00,0
476855337273,kids-display-stands,Kids Display Stands,custom,2024-06-10T17:05:12-04:00,-1
476855304505,kids-play-tables,Kids Play Tables,custom,2024-06-10T17:04:48-04:00,1
471835902265,l-shape,L-Shape,custom,2024-02-25T16:55:04-05:00,27
473195872569,l-shape-desks,L-Shape Desks,custom,2024-03-25T04:46:53-04:00,31
476571107641,l-shape-desks-1,L-Shape Desks,custom,2024-06-04T13:14:50-04:00,30
473351094585,l-shape-desks-desks,L-Shape Desks,custom,2024-03-28T01:25:24-04:00,-1
476854976825,laboratory-furniture,Laboratory Furniture,custom,2024-06-10T17:01:14-04:00,0
471750476089,laminate-bookcases,Laminate Bookcases,custom,2024-02-23T05:56:59-05:00,9
473361416505,lateral-file-cabinets-storage,Lateral File Cabinets (Storage),custom,2024-03-28T07:03:31-04:00,8
471657972025,lateral-files-storage,Lateral Files (Storage),custom,2024-02-22T00:43:53-05:00,7
473370100025,lateral-storage-combo-storage,Lateral / Storage Combo (Storage),custom,2024-03-28T11:19:28-04:00,-1
473194627385,leather-faux-seating,Leather / Faux (Seating),custom,2024-03-25T04:36:47-04:00,-1
487507231033,lecterns-podiums,Lecterns / Podiums,custom,2024-11-03T11:58:59-05:00,5
476854812985,lecture-hall-seating,Lecture Hall Seating,custom,2024-06-10T16:59:08-04:00,4
476854944057,library-shelving,Library Shelving,custom,2024-06-10T17:00:48-04:00,2
476854911289,library-study-tables,Library Study Tables,custom,2024-06-10T17:00:21-04:00,-1
473197248825,lighting,Lighting,custom,2024-03-25T04:58:36-04:00,4
487017021753,lighting-1,Lighting,custom,2024-10-27T15:18:14-04:00,4
487201374521,lockers,Lockers,custom,2024-10-30T09:50:16-04:00,6
472894144825,lounge,Lounge,custom,2024-03-18T09:50:06-04:00,-1
473194823993,lounge-chairs,Lounge Chairs,custom,2024-03-25T04:37:50-04:00,11
473280184633,lounge-chairs-seating,Lounge Chairs (Seating),custom,2024-03-26T21:54:39-04:00,16
526379123001,lounge-reception,Lounge & Reception,smart,2026-04-29T20:02:10-04:00,16
508412756281,lounge-seating,Lounge Seating,custom,2025-07-31T14:34:45-04:00,-1
526867104057,mailboxes,Mailboxes & Sorters,custom,2026-05-07T10:48:45-04:00,0
487773503801,mandatory-fees,Mandatory Fees,smart,2024-11-05T16:12:34-05:00,1
502851862841,manipulative-play,Manipulative Play,custom,2025-05-26T09:45:29-04:00,0
516546298169,manufacturers-we-support,Manufacturers we support,custom,2025-11-17T10:02:55-05:00,0
508421636409,mattresses,Mattresses,custom,2025-07-31T14:36:52-04:00,-1
526867136825,media-storage,Media & AV Storage,custom,2026-05-07T10:48:46-04:00,0
473194561849,medium-back-seating,Medium Back (Seating),custom,2024-03-25T04:35:56-04:00,49
471835541817,meeting-conference-room-tables,Meeting & Conference Room Tables,custom,2024-02-25T16:40:02-05:00,8
473196560697,meeting-tables,Meeting Tables,custom,2024-03-25T04:54:12-04:00,-1
472894013753,mesh-seating,Mesh (Seating),custom,2024-03-18T09:49:33-04:00,44
502853632313,metal-frame-adjustable-tables,Metal Frame Adjustable Tables,custom,2025-05-26T10:24:09-04:00,0
516839506233,metal-shelving,Metal Shelving,custom,2025-11-21T13:04:15-05:00,0
471782293817,metal-vertical-files,Metal Vertical Files,custom,2024-02-24T01:50:56-05:00,-1
502851993913,mirrors-room-dividers,Mirrors & Room Dividers,custom,2025-05-26T09:46:26-04:00,0
502854123833,mobile-coat-cubby,Mobile Coat Cubby,custom,2025-05-26T10:28:27-04:00,0
471836066105,mobile-files-carts,Mobile Files & Carts,custom,2024-02-25T17:00:20-05:00,0
471836033337,mobile-pedestals,Mobile Pedestals,custom,2024-02-25T17:00:02-05:00,-1
526867169593,mobile-storage,Mobile Storage Carts,custom,2026-05-07T10:48:47-04:00,0
495571730745,modesty-panels,Modesty Panels,custom,2025-02-27T16:40:13-05:00,2
526866972985,modular-workstations,Modular Workstations,custom,2026-05-07T10:48:43-04:00,-1
473196233017,monitor-arms,Monitor Arms,custom,2024-03-25T04:52:06-04:00,8
471845175609,monitor-machine-stands,Monitor & Machine Stands,custom,2024-02-26T00:09:45-05:00,0
471845208377,monitor-stands-risers,Monitor Stands/Risers,custom,2024-02-26T00:09:57-05:00,1
473195938105,multi-person-workstations,Multi Person Workstations,custom,2024-03-25T04:47:39-04:00,-1
476571173177,multi-person-workstations-1,Multi Person Workstations,custom,2024-06-04T13:15:22-04:00,8
474621018425,multi-person-workstations-desks,Multi Person Workstations (Desks),custom,2024-04-25T15:55:16-04:00,9
502853337401,multi-storage-units,Multi Storage Units,custom,2025-05-26T10:22:25-04:00,0
526867661113,multipurpose-tables,Multi-Purpose Tables,custom,2026-05-07T10:48:54-04:00,-1
473350930745,nesting-chairs-chair,Nesting Chairs (Chair),custom,2024-03-28T01:20:42-04:00,5
526867792185,nesting-tables,Nesting & Folding Tables,custom,2026-05-07T10:48:57-04:00,0
508410888505,occasional-tables,Occasional Tables,custom,2025-07-31T14:33:12-04:00,-1
469949022521,office-furniture,Office Furniture,custom,2024-01-17T03:20:07-05:00,4
473351258425,office-suites-desks,Office Suites (Desks),custom,2024-03-28T01:29:13-04:00,13
471512383801,office-supplies,Office Supplies,custom,2024-02-19T02:30:05-05:00,-1
476854714681,office-teachers-chairs,Office / Teachers Chairs,custom,2024-06-10T16:57:54-04:00,1
511513428281,orderly-emails-recommended-products,Orderly Emails - Recommended Products,smart,,-1
492979781945,ottomans,Ottomans,custom,2025-01-27T17:47:00-05:00,7
476855435577,outdoor-seating,Outdoor Seating,custom,2024-06-10T17:06:10-04:00,4
526867759417,outdoor-tables,Outdoor Tables,custom,2026-05-07T10:48:56-04:00,0
469949153593,outerwear,Outerwear,custom,2024-01-17T03:21:15-05:00,3
508409905465,overbed-tables,Overbed Tables,custom,2025-07-31T14:33:00-04:00,-1
471848059193,overhead-storage-cabinets,Overhead Storage Cabinets,custom,2024-02-26T02:31:55-05:00,0
502853665081,paint-dryers,Paint Dryers,custom,2025-05-26T10:24:21-04:00,0
471834329401,panel-systems,Panel Systems,custom,2024-02-25T15:49:58-05:00,-1
473267634489,panels-dividers,Panels/Dividers,custom,2024-03-26T15:07:19-04:00,12
471834362169,panels-partitions,Panels/Partitions,custom,2024-02-25T15:50:13-05:00,6
526847508793,panels-room-dividers,Panels & Room Dividers,smart,2026-05-07T00:34:50-04:00,16
473197019449,pedestal-drawers,Pedestal Drawers,custom,2024-03-25T04:56:55-04:00,7
476856156473,pedestal-drawers-1,Pedestal Drawers,custom,2024-06-10T17:23:45-04:00,-1
473278906681,pedestal-drawers-storage,Pedestal / Drawers (Storage),custom,2024-03-26T21:24:18-04:00,9
476855992633,pedestals,Pedestals,custom,2024-06-10T17:18:57-04:00,6
526867267897,personal-storage,Personal Storage,custom,2026-05-07T10:48:48-04:00,0
476855599417,picnic-tables,Picnic Tables,custom,2024-06-10T17:06:57-04:00,1
476854190393,planters,Planters,custom,2024-06-10T16:52:29-04:00,4
473197412665,podiums,Podiums,custom,2024-03-25T04:59:20-04:00,0
473197183289,power-modules-accessories,Power Modules (Accessories),custom,2024-03-25T04:58:12-04:00,-1
