Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bought together products (product.metafields.globo--filter--product_recommendation.bought_together_products),Complementary products (product.metafields.globo--filter--product_recommendation.complementary_products),Related products (product.metafields.globo--filter--product_recommendation.related_products),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Angles supported (product.metafields.shopify.angles-supported),Art/Crafting tool material (product.metafields.shopify.art-crafting-tool-material),Back type (product.metafields.shopify.back-type),Backrest type (product.metafields.shopify.backrest-type),Bag/Case material (product.metafields.shopify.bag-case-material),Battery features (product.metafields.shopify.battery-features),Battery size (product.metafields.shopify.battery-size),Battery technology (product.metafields.shopify.battery-technology),Battery type (product.metafields.shopify.battery-type),Board material (product.metafields.shopify.board-material),Board mounting type (product.metafields.shopify.board-mounting-type),Bracket/Brace design (product.metafields.shopify.bracket-brace-design),Chair features (product.metafields.shopify.chair-features),Color (product.metafields.shopify.color-pattern),Compatible patient profile (product.metafields.shopify.compatible-patient-profile),Connection type (product.metafields.shopify.connection-type),Desk organizer features (product.metafields.shopify.desk-organizer-features),Device interface (product.metafields.shopify.device-interface),Door material (product.metafields.shopify.door-material),Door type (product.metafields.shopify.door-type),Firmness (product.metafields.shopify.firmness),Frame design (product.metafields.shopify.frame-design),Furniture/Fixture features (product.metafields.shopify.furniture-fixture-features),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Gear material (product.metafields.shopify.gear-material),Hardware material (product.metafields.shopify.hardware-material),Key purpose (product.metafields.shopify.key-purpose),Lectern mounting type (product.metafields.shopify.lectern-mounting-type),Leg color (product.metafields.shopify.leg-color),Light temperature (product.metafields.shopify.light-temperature),Lumber/Wood type (product.metafields.shopify.lumber-wood-type),Material (product.metafields.shopify.material),Mount/Stand features (product.metafields.shopify.mount-stand-features),Mounting type (product.metafields.shopify.mounting-type),Office cart features (product.metafields.shopify.office-cart-features),Office supply material (product.metafields.shopify.office-supply-material),Outdoor furniture items included (product.metafields.shopify.outdoor-furniture-items-included),Outlet type (product.metafields.shopify.outlet-type),Paper size (product.metafields.shopify.paper-size),Portability (product.metafields.shopify.portability),Power source (product.metafields.shopify.power-source),Presentation supply features (product.metafields.shopify.presentation-supply-features),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Seat structure (product.metafields.shopify.seat-structure),Seat type (product.metafields.shopify.seat-type),Sound insulation (product.metafields.shopify.sound-insulation),Style (product.metafields.shopify.style),Suitable location (product.metafields.shopify.suitable-location),Tabletop color (product.metafields.shopify.tabletop-color),Tile design (product.metafields.shopify.tile-design),Tile material (product.metafields.shopify.tile-material),Upholstery material (product.metafields.shopify.upholstery-material),Wall plate style (product.metafields.shopify.wall-plate-style),Wood finish (product.metafields.shopify.wood-finish),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Status
vitrola-lounge-seating-4-size-options,Vitrola Lounge Seating (4 Size options),"<div id=""slider"">
<div class=""slider-wrapper"">
<div class=""slider-pagination"">
<a class=""active"" data-target=""1"">1</a><span> </span><a data-target=""2"">2</a>
</div>
</div>
</div>
<div class=""content-container"">
<div class=""inner-container clearfix border-bottom"">
<h1 class=""product-title"">Vitrola™</h1>
</div>
<div class=""inner-container clearfix"">
<div class=""cms-content col-2"">
<p>Vitrola™ is a finely-tailored, transitional reflection on the 19th century French Empire style. Simplified geometry and proportions make it right for the times.</p>
<ul>
<li>Classic soft seating upholstery design with swooping arms.</li>
<li>Available in standard Lounge, High Back Lounge along with Two and Three Seat Sofa models.</li>
<li>Matching Ottoman and Accent Pillow complete the offering.</li>
<li>Fully upholstered with piping details at the bottom of frame.</li>
<li>Seat cushions are fixed or sewn tight.</li>
<li>Standard in tapered maple wood legs.</li>
<li>All models ship fully assembled.</li>
</ul>
<p><span>Dimensions:</span><span> </span></p>
<p><span>Ottoman: 24.00 x D24.00 x H17.00</span><span>IN.</span></p>
<p><span>Single:  W28.00 x D31.00 x H34.00IN.</span></p>
<p><span>Double:   W51.00 x D31.00 x H34.00IN.</span></p>
<p><span>3 Seater:  W74.25 x D31.00 x H34.00IN.</span></p>
<p><span>High Back Single:  W28.00 x D31.00 x H42.00IN.</span></p>
</div>
</div>
</div>",Office Central & Brant Business Interiors,"Furniture > Chairs > Armchairs, Recliners & Sleeper Chairs > Armchairs","","",true,Options,Single Seater,,,,,,,,GLB8271,0.0,shopify,deny,manual,969.00,1423.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0859/0413/0361/files/DB_8271_Y72K_ECM_Reg_2400x2400_b1f3421c-8b96-43e9-bdcc-c9af6019fe08.jpg?v=1776794856,1,"",false,,,6499,,,,,,,,,,,,,,,,,,,upholstered-padded,,,,,,,,,,gray-1; white,,,,,,,,,,,,,,,,,maple-wood,,,,,,,,,,,,,,upholstered-padded,,,,,,,,,lacquered-varnished,,,,,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/DB_8271_Y72K_ECM_Reg_2400x2400_b1f3421c-8b96-43e9-bdcc-c9af6019fe08.jpg?v=1776794856,kg,,640.35,true,,,active
vitrola-lounge-seating-4-size-options,,,,,,,,,Double Seater,,,,,,,,GLB8272,0.0,shopify,deny,manual,1585.00,2349.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0859/0413/0361/files/quarter_thumb_2.jpg?v=1776794856,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/quarter_thumb_2.jpg?v=1776794856,kg,,1057.00,,,,
vitrola-lounge-seating-4-size-options,,,,,,,,,3 Seater,,,,,,,,GLB7273,0.0,shopify,deny,manual,2109.00,3113.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0859/0413/0361/files/quarter_thumb_6.jpg?v=1776794856,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/DB_8273_Y69G_SKM_Front_4800x3200_3f079b4c-a160-4945-b59b-1f91174fe7b6.jpg?v=1776793698,kg,,1400.00,,,,
vitrola-lounge-seating-4-size-options,,,,,,,,,High Back Single Seater,,,,,,,,GLB8275,0.0,shopify,deny,manual,1169.00,1652.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0859/0413/0361/files/DB_8273_Y69G_SKM_Front_4800x3200_3f079b4c-a160-4945-b59b-1f91174fe7b6.jpg?v=1776793698,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/DB_8275_Y37R_BKM_NoCushion_Reg_2800x2800_4390789d-04e3-4989-a083-bf6ccb17fba7.jpg?v=1776793698,kg,,743.30,,,,
vitrola-lounge-seating-4-size-options,,,,,,,,,Ottoman,,,,,,,,GLB8274,0.0,shopify,deny,manual,525.00,1423.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0859/0413/0361/files/DB_8275_Y37R_BKM_NoCushion_Reg_2800x2800_4390789d-04e3-4989-a083-bf6ccb17fba7.jpg?v=1776793698,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,640.35,,,,
vitrola-lounge-seating-4-size-options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/F_8274_Y37R_BKM_Reg_2400x2400_73c3a65c-5f21-4f32-abce-8170894d96f7.jpg?v=1776793698,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
installation-1,Installation,"<p>On-site installation service for furniture delivered by Office Central. Pick the option that matches what you ordered — a member of our team will confirm the appointment after checkout.</p><ul>
<li>
<strong>Standard Installation</strong> — desks, tables, storage, and systems furniture</li>
<li>
<strong>Chair Installation</strong> — seating assembly billed per chair</li>
</ul><p>For large projects or complex spaces, call <strong>1-800-835-9565</strong> for a quote.</p>",Office Central & Brant Business Interiors,,Service,"",false,Type,Standard Installation,,,,,,,,,0.0,,deny,manual,0.00,,false,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
installation-1,,,,,,,,,Chair Installation,,,,,,,,,0.0,,deny,manual,15.00,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
delivery,Delivery,"<p>Delivery service for Office Central / Brant Business Interiors orders. Select the option that matches your destination and delivery needs. Our team confirms scheduling and access requirements after your order is placed.</p><ul>
<li>
<strong>Standard / Local / Regional / Extended</strong> — curbside or dock delivery at the listed rate</li>
<li>
<strong>Tailgate / Liftgate</strong> — for sites without a loading dock</li>
<li>
<strong>Delivery + Installation bundles</strong> — combine shipping and on-site setup in one line</li>
</ul><p>Not sure which tier applies? Call <strong>1-800-835-9565</strong> and we'll advise.</p>",Office Central & Brant Business Interiors,,Service,"",false,Type,Standard Delivery,,,,,,,,,0.0,,deny,manual,35.00,,false,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
delivery,,,,,,,,,Local Delivery,,,,,,,,,0.0,,deny,manual,65.00,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
